"","subj","TrialIndex","TaskType","Music_resp","Lang_ACC","SentStruct","ReturnStay","PivotPlace","ReturnPlace","PivRetDist","whichfirst"
"2847","115","38","Dual",3,1,"SRC1","return","p4","r6","2","LangFirst"
"2848","115","39","Dual",4,1,"SRC1","return","p2","r6","4","MusicFirst"
"2849","115","40","Dual",5,1,"SRC1","stay","p3","r6","3","LangFirst"
"2850","115","41","Dual",2,1,"SRC1","return","p4","r6","2","MusicFirst"
"2852","115","43","Dual",5,1,"SRC1","return","p3","r7","4","LangFirst"
"2853","115","44","Dual",3,0,"SRC1","stay","p4","r7","3","MusicFirst"
"2854","115","45","Dual",4,1,"SRC1","stay","p2","r7","5","MusicFirst"
"2855","115","46","Dual",4,1,"SRC1","return","p3","r7","4","LangFirst"
"2856","115","47","Dual",4,1,"SRC1","stay","p4","r7","3","LangFirst"
"2857","115","48","Dual",6,1,"SRC1","return","p2","r8","6","LangFirst"
"2858","115","49","Dual",4,1,"SRC1","stay","p3","r8","5","MusicFirst"
"2859","115","50","Dual",3,1,"SRC1","return","p4","r8","4","MusicFirst"
"2861","115","52","Dual",6,1,"SRC1","stay","p3","r8","5","MusicFirst"
"2862","115","53","Dual",3,1,"SRC1","return","p4","r8","4","LangFirst"
"2863","115","54","Dual",4,1,"SRC2","stay","p2","r6","4","LangFirst"
"2864","115","55","Dual",3,1,"SRC2","return","p3","r6","3","LangFirst"
"2865","115","56","Dual",4,1,"SRC2","stay","p4","r6","2","LangFirst"
"2866","115","57","Dual",3,0,"SRC2","stay","p2","r6","4","LangFirst"
"2867","115","58","Dual",3,1,"SRC2","return","p3","r6","3","MusicFirst"
"2868","115","59","Dual",4,0,"SRC2","stay","p4","r6","2","MusicFirst"
"2869","115","60","Dual",2,1,"SRC2","return","p2","r7","5","LangFirst"
"2870","115","61","Dual",4,0,"SRC2","stay","p3","r7","4","MusicFirst"
"2871","115","62","Dual",2,1,"SRC2","return","p4","r7","3","MusicFirst"
"2872","115","63","Dual",4,0,"SRC2","return","p2","r7","5","LangFirst"
"2873","115","64","Dual",5,0,"SRC2","stay","p3","r7","4","MusicFirst"
"2874","115","65","Dual",3,1,"SRC2","return","p4","r7","3","MusicFirst"
"2875","115","66","Dual",5,1,"SRC2","stay","p2","r8","6","LangFirst"
"2876","115","67","Dual",3,1,"SRC2","return","p3","r8","5","MusicFirst"
"2877","115","68","Dual",5,0,"SRC2","stay","p4","r8","4","LangFirst"
"2878","115","69","Dual",3,0,"SRC2","stay","p2","r8","6","MusicFirst"
"2879","115","70","Dual",3,0,"SRC2","return","p3","r8","5","MusicFirst"
"2880","115","71","Dual",4,1,"SRC2","stay","p4","r8","4","LangFirst"
"3025","116","0","Dual",2,1,"ORC","stay","p2","r6","4","LangFirst"
"3026","116","1","Dual",6,1,"ORC","return","p3","r6","3","MusicFirst"
"3027","116","2","Dual",5,1,"ORC","stay","p4","r6","2","MusicFirst"
"3028","116","3","Dual",6,1,"ORC","stay","p2","r6","4","LangFirst"
"3029","116","4","Dual",4,1,"ORC","return","p3","r6","3","MusicFirst"
"3030","116","5","Dual",7,1,"ORC","stay","p4","r6","2","MusicFirst"
"3031","116","6","Dual",1,1,"ORC","return","p2","r7","5","LangFirst"
"3032","116","7","Dual",3,1,"ORC","stay","p3","r7","4","LangFirst"
"3033","116","8","Dual",2,1,"ORC","return","p4","r7","3","LangFirst"
"3034","116","9","Dual",3,1,"ORC","return","p2","r7","5","LangFirst"
"3035","116","10","Dual",7,1,"ORC","stay","p3","r7","4","MusicFirst"
"3036","116","11","Dual",4,1,"ORC","return","p4","r7","3","LangFirst"
"3037","116","12","Dual",4,1,"ORC","stay","p2","r8","6","LangFirst"
"3038","116","13","Dual",2,1,"ORC","return","p3","r8","5","LangFirst"
"3039","116","14","Dual",2,1,"ORC","stay","p4","r8","4","LangFirst"
"3040","116","15","Dual",6,1,"ORC","stay","p2","r8","6","MusicFirst"
"3041","116","16","Dual",3,1,"ORC","return","p3","r8","5","LangFirst"
"3042","116","17","Dual",2,0,"ORC","stay","p4","r8","4","LangFirst"
"3043","116","18","Dual",1,1,"SE","return","p2","r6","4","MusicFirst"
"3044","116","19","Dual",4,1,"SE","stay","p3","r6","3","MusicFirst"
"3045","116","20","Dual",5,1,"SE","return","p4","r6","2","MusicFirst"
"3046","116","21","Dual",3,1,"SE","return","p2","r6","4","LangFirst"
"3047","116","22","Dual",4,1,"SE","stay","p3","r6","3","MusicFirst"
"3048","116","23","Dual",5,1,"SE","return","p4","r6","2","LangFirst"
"3049","116","24","Dual",6,1,"SE","stay","p2","r7","5","MusicFirst"
"3050","116","25","Dual",3,1,"SE","return","p3","r7","4","MusicFirst"
"3051","116","26","Dual",5,1,"SE","stay","p4","r7","3","MusicFirst"
"3052","116","27","Dual",6,1,"SE","stay","p2","r7","5","MusicFirst"
"3053","116","28","Dual",2,1,"SE","return","p3","r7","4","LangFirst"
"3054","116","29","Dual",3,1,"SE","stay","p4","r7","3","MusicFirst"
"3055","116","30","Dual",3,1,"SE","return","p2","r8","6","MusicFirst"
"3056","116","31","Dual",5,1,"SE","stay","p3","r8","5","LangFirst"
"3057","116","32","Dual",1,0,"SE","return","p4","r8","4","LangFirst"
"3059","116","34","Dual",7,1,"SE","stay","p3","r8","5","MusicFirst"
"3060","116","35","Dual",4,1,"SE","return","p4","r8","4","MusicFirst"
"3061","116","36","Dual",1,1,"SRC1","return","p2","r6","4","MusicFirst"
"3062","116","37","Dual",3,0,"SRC1","stay","p3","r6","3","LangFirst"
"3063","116","38","Dual",3,1,"SRC1","return","p4","r6","2","LangFirst"
"3064","116","39","Dual",7,1,"SRC1","return","p2","r6","4","MusicFirst"
"3065","116","40","Dual",2,1,"SRC1","stay","p3","r6","3","LangFirst"
"3066","116","41","Dual",2,1,"SRC1","return","p4","r6","2","MusicFirst"
"3067","116","42","Dual",5,1,"SRC1","stay","p2","r7","5","MusicFirst"
"3069","116","44","Dual",4,1,"SRC1","stay","p4","r7","3","MusicFirst"
"3070","116","45","Dual",5,0,"SRC1","stay","p2","r7","5","MusicFirst"
"3071","116","46","Dual",4,1,"SRC1","return","p3","r7","4","LangFirst"
"3072","116","47","Dual",5,1,"SRC1","stay","p4","r7","3","LangFirst"
"3073","116","48","Dual",4,1,"SRC1","return","p2","r8","6","LangFirst"
"3074","116","49","Dual",6,1,"SRC1","stay","p3","r8","5","MusicFirst"
"3075","116","50","Dual",2,1,"SRC1","return","p4","r8","4","MusicFirst"
"3077","116","52","Dual",3,1,"SRC1","stay","p3","r8","5","MusicFirst"
"3078","116","53","Dual",1,1,"SRC1","return","p4","r8","4","LangFirst"
"3079","116","54","Dual",5,1,"SRC2","stay","p2","r6","4","LangFirst"
"3080","116","55","Dual",4,1,"SRC2","return","p3","r6","3","LangFirst"
"3081","116","56","Dual",3,1,"SRC2","stay","p4","r6","2","LangFirst"
"3082","116","57","Dual",6,1,"SRC2","stay","p2","r6","4","LangFirst"
"3083","116","58","Dual",5,0,"SRC2","return","p3","r6","3","MusicFirst"
"3084","116","59","Dual",7,0,"SRC2","stay","p4","r6","2","MusicFirst"
"3085","116","60","Dual",3,1,"SRC2","return","p2","r7","5","LangFirst"
"3086","116","61","Dual",5,0,"SRC2","stay","p3","r7","4","MusicFirst"
"3087","116","62","Dual",2,0,"SRC2","return","p4","r7","3","MusicFirst"
"3088","116","63","Dual",2,1,"SRC2","return","p2","r7","5","LangFirst"
"3089","116","64","Dual",4,0,"SRC2","stay","p3","r7","4","MusicFirst"
"3090","116","65","Dual",2,0,"SRC2","return","p4","r7","3","MusicFirst"
"3091","116","66","Dual",4,1,"SRC2","stay","p2","r8","6","LangFirst"
"3092","116","67","Dual",3,0,"SRC2","return","p3","r8","5","MusicFirst"
"3093","116","68","Dual",6,1,"SRC2","stay","p4","r8","4","LangFirst"
"3094","116","69","Dual",5,0,"SRC2","stay","p2","r8","6","MusicFirst"
"3095","116","70","Dual",2,1,"SRC2","return","p3","r8","5","MusicFirst"
"3096","116","71","Dual",3,1,"SRC2","stay","p4","r8","4","LangFirst"
"3241","117","0","Dual",6,0,"ORC","stay","p2","r6","4","LangFirst"
"3242","117","1","Dual",7,0,"ORC","return","p3","r6","3","MusicFirst"
"3243","117","2","Dual",7,1,"ORC","stay","p4","r6","2","MusicFirst"
"3244","117","3","Dual",6,1,"ORC","stay","p2","r6","4","LangFirst"
"3245","117","4","Dual",6,0,"ORC","return","p3","r6","3","MusicFirst"
"3247","117","6","Dual",5,1,"ORC","return","p2","r7","5","LangFirst"
"3248","117","7","Dual",7,1,"ORC","stay","p3","r7","4","LangFirst"
"3249","117","8","Dual",6,0,"ORC","return","p4","r7","3","LangFirst"
"3250","117","9","Dual",7,0,"ORC","return","p2","r7","5","LangFirst"
"3251","117","10","Dual",3,0,"ORC","stay","p3","r7","4","MusicFirst"
"3252","117","11","Dual",6,0,"ORC","return","p4","r7","3","LangFirst"
"3253","117","12","Dual",4,1,"ORC","stay","p2","r8","6","LangFirst"
"3254","117","13","Dual",3,1,"ORC","return","p3","r8","5","LangFirst"
"3255","117","14","Dual",4,1,"ORC","stay","p4","r8","4","LangFirst"
"3256","117","15","Dual",7,1,"ORC","stay","p2","r8","6","MusicFirst"
"3257","117","16","Dual",5,1,"ORC","return","p3","r8","5","LangFirst"
"3258","117","17","Dual",5,0,"ORC","stay","p4","r8","4","LangFirst"
"3259","117","18","Dual",5,1,"SE","return","p2","r6","4","MusicFirst"
"3260","117","19","Dual",4,0,"SE","stay","p3","r6","3","MusicFirst"
"3261","117","20","Dual",3,1,"SE","return","p4","r6","2","MusicFirst"
"3262","117","21","Dual",5,1,"SE","return","p2","r6","4","LangFirst"
"3264","117","23","Dual",5,1,"SE","return","p4","r6","2","LangFirst"
"3265","117","24","Dual",5,1,"SE","stay","p2","r7","5","MusicFirst"
"3266","117","25","Dual",6,1,"SE","return","p3","r7","4","MusicFirst"
"3267","117","26","Dual",3,0,"SE","stay","p4","r7","3","MusicFirst"
"3269","117","28","Dual",4,1,"SE","return","p3","r7","4","LangFirst"
"3270","117","29","Dual",2,1,"SE","stay","p4","r7","3","MusicFirst"
"3271","117","30","Dual",5,1,"SE","return","p2","r8","6","MusicFirst"
"3272","117","31","Dual",6,0,"SE","stay","p3","r8","5","LangFirst"
"3273","117","32","Dual",6,1,"SE","return","p4","r8","4","LangFirst"
"3275","117","34","Dual",3,0,"SE","stay","p3","r8","5","MusicFirst"
"3276","117","35","Dual",6,1,"SE","return","p4","r8","4","MusicFirst"
"3277","117","36","Dual",5,1,"SRC1","return","p2","r6","4","MusicFirst"
"3278","117","37","Dual",3,0,"SRC1","stay","p3","r6","3","LangFirst"
"3280","117","39","Dual",3,1,"SRC1","return","p2","r6","4","MusicFirst"
"3281","117","40","Dual",6,1,"SRC1","stay","p3","r6","3","LangFirst"
"3282","117","41","Dual",6,1,"SRC1","return","p4","r6","2","MusicFirst"
"3283","117","42","Dual",6,1,"SRC1","stay","p2","r7","5","MusicFirst"
"3285","117","44","Dual",5,1,"SRC1","stay","p4","r7","3","MusicFirst"
"3286","117","45","Dual",6,1,"SRC1","stay","p2","r7","5","MusicFirst"
"3287","117","46","Dual",4,1,"SRC1","return","p3","r7","4","LangFirst"
"3288","117","47","Dual",5,1,"SRC1","stay","p4","r7","3","LangFirst"
"3289","117","48","Dual",5,1,"SRC1","return","p2","r8","6","LangFirst"
"3290","117","49","Dual",6,1,"SRC1","stay","p3","r8","5","MusicFirst"
"3291","117","50","Dual",5,1,"SRC1","return","p4","r8","4","MusicFirst"
"3292","117","51","Dual",5,1,"SRC1","return","p2","r8","6","LangFirst"
"3294","117","53","Dual",3,1,"SRC1","return","p4","r8","4","LangFirst"
"3295","117","54","Dual",5,1,"SRC2","stay","p2","r6","4","LangFirst"
"3297","117","56","Dual",3,1,"SRC2","stay","p4","r6","2","LangFirst"
"3299","117","58","Dual",3,1,"SRC2","return","p3","r6","3","MusicFirst"
"3300","117","59","Dual",4,1,"SRC2","stay","p4","r6","2","MusicFirst"
"3302","117","61","Dual",6,0,"SRC2","stay","p3","r7","4","MusicFirst"
"3303","117","62","Dual",4,1,"SRC2","return","p4","r7","3","MusicFirst"
"3304","117","63","Dual",3,1,"SRC2","return","p2","r7","5","LangFirst"
"3305","117","64","Dual",3,0,"SRC2","stay","p3","r7","4","MusicFirst"
"3306","117","65","Dual",6,1,"SRC2","return","p4","r7","3","MusicFirst"
"3307","117","66","Dual",6,1,"SRC2","stay","p2","r8","6","LangFirst"
"3308","117","67","Dual",3,0,"SRC2","return","p3","r8","5","MusicFirst"
"3310","117","69","Dual",5,0,"SRC2","stay","p2","r8","6","MusicFirst"
"3311","117","70","Dual",2,1,"SRC2","return","p3","r8","5","MusicFirst"
"3312","117","71","Dual",4,1,"SRC2","stay","p4","r8","4","LangFirst"
"3457","118","0","Dual",5,1,"ORC","stay","p2","r6","4","LangFirst"
"3458","118","1","Dual",4,1,"ORC","return","p3","r6","3","MusicFirst"
"3459","118","2","Dual",5,1,"ORC","stay","p4","r6","2","MusicFirst"
"3460","118","3","Dual",4,1,"ORC","stay","p2","r6","4","LangFirst"
"3461","118","4","Dual",7,0,"ORC","return","p3","r6","3","MusicFirst"
"3462","118","5","Dual",4,1,"ORC","stay","p4","r6","2","MusicFirst"
"3463","118","6","Dual",2,0,"ORC","return","p2","r7","5","LangFirst"
"3464","118","7","Dual",7,0,"ORC","stay","p3","r7","4","LangFirst"
"3465","118","8","Dual",3,1,"ORC","return","p4","r7","3","LangFirst"
"3466","118","9","Dual",3,1,"ORC","return","p2","r7","5","LangFirst"
"3467","118","10","Dual",7,1,"ORC","stay","p3","r7","4","MusicFirst"
"3468","118","11","Dual",3,0,"ORC","return","p4","r7","3","LangFirst"
"3469","118","12","Dual",2,1,"ORC","stay","p2","r8","6","LangFirst"
"3470","118","13","Dual",3,1,"ORC","return","p3","r8","5","LangFirst"
"3471","118","14","Dual",5,1,"ORC","stay","p4","r8","4","LangFirst"
"3472","118","15","Dual",4,1,"ORC","stay","p2","r8","6","MusicFirst"
"3473","118","16","Dual",3,0,"ORC","return","p3","r8","5","LangFirst"
"3474","118","17","Dual",3,1,"ORC","stay","p4","r8","4","LangFirst"
"3475","118","18","Dual",3,1,"SE","return","p2","r6","4","MusicFirst"
"3476","118","19","Dual",6,1,"SE","stay","p3","r6","3","MusicFirst"
"3477","118","20","Dual",3,1,"SE","return","p4","r6","2","MusicFirst"
"3478","118","21","Dual",3,0,"SE","return","p2","r6","4","LangFirst"
"3479","118","22","Dual",6,1,"SE","stay","p3","r6","3","MusicFirst"
"3480","118","23","Dual",4,1,"SE","return","p4","r6","2","LangFirst"
"3481","118","24","Dual",7,1,"SE","stay","p2","r7","5","MusicFirst"
"3482","118","25","Dual",5,1,"SE","return","p3","r7","4","MusicFirst"
"3483","118","26","Dual",3,1,"SE","stay","p4","r7","3","MusicFirst"
"3484","118","27","Dual",5,1,"SE","stay","p2","r7","5","MusicFirst"
"3485","118","28","Dual",5,1,"SE","return","p3","r7","4","LangFirst"
"3486","118","29","Dual",4,0,"SE","stay","p4","r7","3","MusicFirst"
"3487","118","30","Dual",2,1,"SE","return","p2","r8","6","MusicFirst"
"3488","118","31","Dual",4,1,"SE","stay","p3","r8","5","LangFirst"
"3489","118","32","Dual",5,1,"SE","return","p4","r8","4","LangFirst"
"3490","118","33","Dual",3,1,"SE","return","p2","r8","6","LangFirst"
"3491","118","34","Dual",3,1,"SE","stay","p3","r8","5","MusicFirst"
"3492","118","35","Dual",4,1,"SE","return","p4","r8","4","MusicFirst"
"3493","118","36","Dual",5,1,"SRC1","return","p2","r6","4","MusicFirst"
"3494","118","37","Dual",6,1,"SRC1","stay","p3","r6","3","LangFirst"
"3495","118","38","Dual",5,1,"SRC1","return","p4","r6","2","LangFirst"
"3496","118","39","Dual",4,1,"SRC1","return","p2","r6","4","MusicFirst"
"3497","118","40","Dual",4,0,"SRC1","stay","p3","r6","3","LangFirst"
"3498","118","41","Dual",6,0,"SRC1","return","p4","r6","2","MusicFirst"
"3499","118","42","Dual",7,1,"SRC1","stay","p2","r7","5","MusicFirst"
"3500","118","43","Dual",4,1,"SRC1","return","p3","r7","4","LangFirst"
"3501","118","44","Dual",4,1,"SRC1","stay","p4","r7","3","MusicFirst"
"3502","118","45","Dual",7,1,"SRC1","stay","p2","r7","5","MusicFirst"
"3503","118","46","Dual",6,1,"SRC1","return","p3","r7","4","LangFirst"
"3504","118","47","Dual",4,1,"SRC1","stay","p4","r7","3","LangFirst"
"3505","118","48","Dual",5,1,"SRC1","return","p2","r8","6","LangFirst"
"3506","118","49","Dual",3,1,"SRC1","stay","p3","r8","5","MusicFirst"
"3507","118","50","Dual",3,1,"SRC1","return","p4","r8","4","MusicFirst"
"3508","118","51","Dual",3,1,"SRC1","return","p2","r8","6","LangFirst"
"3509","118","52","Dual",1,1,"SRC1","stay","p3","r8","5","MusicFirst"
"3510","118","53","Dual",3,0,"SRC1","return","p4","r8","4","LangFirst"
"3511","118","54","Dual",4,1,"SRC2","stay","p2","r6","4","LangFirst"
"3513","118","56","Dual",4,1,"SRC2","stay","p4","r6","2","LangFirst"
"3514","118","57","Dual",3,1,"SRC2","stay","p2","r6","4","LangFirst"
"3516","118","59","Dual",4,0,"SRC2","stay","p4","r6","2","MusicFirst"
"3517","118","60","Dual",3,1,"SRC2","return","p2","r7","5","LangFirst"
"3518","118","61","Dual",4,1,"SRC2","stay","p3","r7","4","MusicFirst"
"3519","118","62","Dual",3,0,"SRC2","return","p4","r7","3","MusicFirst"
"3520","118","63","Dual",3,1,"SRC2","return","p2","r7","5","LangFirst"
"3521","118","64","Dual",5,1,"SRC2","stay","p3","r7","4","MusicFirst"
"3522","118","65","Dual",4,0,"SRC2","return","p4","r7","3","MusicFirst"
"3523","118","66","Dual",2,1,"SRC2","stay","p2","r8","6","LangFirst"
"3524","118","67","Dual",3,0,"SRC2","return","p3","r8","5","MusicFirst"
"3525","118","68","Dual",6,1,"SRC2","stay","p4","r8","4","LangFirst"
"3526","118","69","Dual",4,0,"SRC2","stay","p2","r8","6","MusicFirst"
"3527","118","70","Dual",1,1,"SRC2","return","p3","r8","5","MusicFirst"
"3528","118","71","Dual",3,1,"SRC2","stay","p4","r8","4","LangFirst"
"3674","119","1","Dual",4,1,"ORC","return","p3","r6","3","MusicFirst"
"3676","119","3","Dual",1,1,"ORC","stay","p2","r6","4","LangFirst"
"3677","119","4","Dual",4,0,"ORC","return","p3","r6","3","MusicFirst"
"3678","119","5","Dual",4,0,"ORC","stay","p4","r6","2","MusicFirst"
"3682","119","9","Dual",7,1,"ORC","return","p2","r7","5","LangFirst"
"3683","119","10","Dual",4,0,"ORC","stay","p3","r7","4","MusicFirst"
"3685","119","12","Dual",4,0,"ORC","stay","p2","r8","6","LangFirst"
"3686","119","13","Dual",4,1,"ORC","return","p3","r8","5","LangFirst"
"3690","119","17","Dual",4,0,"ORC","stay","p4","r8","4","LangFirst"
"3691","119","18","Dual",4,1,"SE","return","p2","r6","4","MusicFirst"
"3692","119","19","Dual",4,0,"SE","stay","p3","r6","3","MusicFirst"
"3693","119","20","Dual",4,0,"SE","return","p4","r6","2","MusicFirst"
"3695","119","22","Dual",7,1,"SE","stay","p3","r6","3","MusicFirst"
"3697","119","24","Dual",7,1,"SE","stay","p2","r7","5","MusicFirst"
"3698","119","25","Dual",1,1,"SE","return","p3","r7","4","MusicFirst"
"3700","119","27","Dual",7,1,"SE","stay","p2","r7","5","MusicFirst"
"3701","119","28","Dual",7,1,"SE","return","p3","r7","4","LangFirst"
"3702","119","29","Dual",1,1,"SE","stay","p4","r7","3","MusicFirst"
"3703","119","30","Dual",7,1,"SE","return","p2","r8","6","MusicFirst"
"3704","119","31","Dual",7,1,"SE","stay","p3","r8","5","LangFirst"
"3705","119","32","Dual",7,1,"SE","return","p4","r8","4","LangFirst"
"3708","119","35","Dual",7,1,"SE","return","p4","r8","4","MusicFirst"
"3709","119","36","Dual",7,1,"SRC1","return","p2","r6","4","MusicFirst"
"3710","119","37","Dual",7,0,"SRC1","stay","p3","r6","3","LangFirst"
"3711","119","38","Dual",7,1,"SRC1","return","p4","r6","2","LangFirst"
"3712","119","39","Dual",7,1,"SRC1","return","p2","r6","4","MusicFirst"
"3713","119","40","Dual",7,0,"SRC1","stay","p3","r6","3","LangFirst"
"3714","119","41","Dual",7,1,"SRC1","return","p4","r6","2","MusicFirst"
"3715","119","42","Dual",1,1,"SRC1","stay","p2","r7","5","MusicFirst"
"3717","119","44","Dual",7,1,"SRC1","stay","p4","r7","3","MusicFirst"
"3719","119","46","Dual",4,1,"SRC1","return","p3","r7","4","LangFirst"
"3720","119","47","Dual",7,1,"SRC1","stay","p4","r7","3","LangFirst"
"3721","119","48","Dual",4,1,"SRC1","return","p2","r8","6","LangFirst"
"3722","119","49","Dual",7,0,"SRC1","stay","p3","r8","5","MusicFirst"
"3723","119","50","Dual",4,1,"SRC1","return","p4","r8","4","MusicFirst"
"3724","119","51","Dual",1,0,"SRC1","return","p2","r8","6","LangFirst"
"3725","119","52","Dual",1,1,"SRC1","stay","p3","r8","5","MusicFirst"
"3726","119","53","Dual",1,1,"SRC1","return","p4","r8","4","LangFirst"
"3727","119","54","Dual",1,1,"SRC2","stay","p2","r6","4","LangFirst"
"3728","119","55","Dual",1,0,"SRC2","return","p3","r6","3","LangFirst"
"3729","119","56","Dual",7,1,"SRC2","stay","p4","r6","2","LangFirst"
"3730","119","57","Dual",7,1,"SRC2","stay","p2","r6","4","LangFirst"
"3731","119","58","Dual",4,1,"SRC2","return","p3","r6","3","MusicFirst"
"3732","119","59","Dual",1,0,"SRC2","stay","p4","r6","2","MusicFirst"
"3733","119","60","Dual",1,1,"SRC2","return","p2","r7","5","LangFirst"
"3734","119","61","Dual",7,0,"SRC2","stay","p3","r7","4","MusicFirst"
"3736","119","63","Dual",4,1,"SRC2","return","p2","r7","5","LangFirst"
"3739","119","66","Dual",7,1,"SRC2","stay","p2","r8","6","LangFirst"
"3740","119","67","Dual",4,0,"SRC2","return","p3","r8","5","MusicFirst"
"3742","119","69","Dual",7,0,"SRC2","stay","p2","r8","6","MusicFirst"
"3743","119","70","Dual",7,0,"SRC2","return","p3","r8","5","MusicFirst"
"3744","119","71","Dual",1,0,"SRC2","stay","p4","r8","4","LangFirst"
"3890","120","1","Dual",5,1,"ORC","return","p3","r6","3","MusicFirst"
"3891","120","2","Dual",5,0,"ORC","stay","p4","r6","2","MusicFirst"
"3893","120","4","Dual",4,0,"ORC","return","p3","r6","3","MusicFirst"
"3894","120","5","Dual",5,0,"ORC","stay","p4","r6","2","MusicFirst"
"3895","120","6","Dual",4,0,"ORC","return","p2","r7","5","LangFirst"
"3896","120","7","Dual",5,1,"ORC","stay","p3","r7","4","LangFirst"
"3897","120","8","Dual",3,1,"ORC","return","p4","r7","3","LangFirst"
"3898","120","9","Dual",5,0,"ORC","return","p2","r7","5","LangFirst"
"3899","120","10","Dual",6,1,"ORC","stay","p3","r7","4","MusicFirst"
"3900","120","11","Dual",5,1,"ORC","return","p4","r7","3","LangFirst"
"3901","120","12","Dual",5,1,"ORC","stay","p2","r8","6","LangFirst"
"3902","120","13","Dual",4,1,"ORC","return","p3","r8","5","LangFirst"
"3904","120","15","Dual",5,1,"ORC","stay","p2","r8","6","MusicFirst"
"3906","120","17","Dual",6,0,"ORC","stay","p4","r8","4","LangFirst"
"3907","120","18","Dual",5,1,"SE","return","p2","r6","4","MusicFirst"
"3908","120","19","Dual",4,1,"SE","stay","p3","r6","3","MusicFirst"
"3909","120","20","Dual",5,0,"SE","return","p4","r6","2","MusicFirst"
"3910","120","21","Dual",6,1,"SE","return","p2","r6","4","LangFirst"
"3911","120","22","Dual",7,1,"SE","stay","p3","r6","3","MusicFirst"
"3912","120","23","Dual",4,1,"SE","return","p4","r6","2","LangFirst"
"3913","120","24","Dual",6,1,"SE","stay","p2","r7","5","MusicFirst"
"3914","120","25","Dual",5,1,"SE","return","p3","r7","4","MusicFirst"
"3915","120","26","Dual",5,1,"SE","stay","p4","r7","3","MusicFirst"
"3916","120","27","Dual",5,1,"SE","stay","p2","r7","5","MusicFirst"
"3917","120","28","Dual",3,0,"SE","return","p3","r7","4","LangFirst"
"3918","120","29","Dual",5,0,"SE","stay","p4","r7","3","MusicFirst"
"3919","120","30","Dual",3,1,"SE","return","p2","r8","6","MusicFirst"
"3920","120","31","Dual",5,1,"SE","stay","p3","r8","5","LangFirst"
"3921","120","32","Dual",5,0,"SE","return","p4","r8","4","LangFirst"
"3922","120","33","Dual",4,1,"SE","return","p2","r8","6","LangFirst"
"3923","120","34","Dual",5,0,"SE","stay","p3","r8","5","MusicFirst"
"3924","120","35","Dual",4,1,"SE","return","p4","r8","4","MusicFirst"
"3925","120","36","Dual",6,0,"SRC1","return","p2","r6","4","MusicFirst"
"3926","120","37","Dual",5,1,"SRC1","stay","p3","r6","3","LangFirst"
"3927","120","38","Dual",4,1,"SRC1","return","p4","r6","2","LangFirst"
"3928","120","39","Dual",7,1,"SRC1","return","p2","r6","4","MusicFirst"
"3929","120","40","Dual",6,1,"SRC1","stay","p3","r6","3","LangFirst"
"3930","120","41","Dual",6,1,"SRC1","return","p4","r6","2","MusicFirst"
"3931","120","42","Dual",5,0,"SRC1","stay","p2","r7","5","MusicFirst"
"3932","120","43","Dual",3,1,"SRC1","return","p3","r7","4","LangFirst"
"3933","120","44","Dual",4,1,"SRC1","stay","p4","r7","3","MusicFirst"
"3935","120","46","Dual",4,1,"SRC1","return","p3","r7","4","LangFirst"
"3936","120","47","Dual",5,1,"SRC1","stay","p4","r7","3","LangFirst"
"3937","120","48","Dual",5,1,"SRC1","return","p2","r8","6","LangFirst"
"3938","120","49","Dual",5,0,"SRC1","stay","p3","r8","5","MusicFirst"
"3939","120","50","Dual",5,1,"SRC1","return","p4","r8","4","MusicFirst"
"3940","120","51","Dual",5,1,"SRC1","return","p2","r8","6","LangFirst"
"3941","120","52","Dual",3,0,"SRC1","stay","p3","r8","5","MusicFirst"
"3942","120","53","Dual",4,1,"SRC1","return","p4","r8","4","LangFirst"
"3943","120","54","Dual",4,1,"SRC2","stay","p2","r6","4","LangFirst"
"3944","120","55","Dual",4,0,"SRC2","return","p3","r6","3","LangFirst"
"3945","120","56","Dual",5,1,"SRC2","stay","p4","r6","2","LangFirst"
"3946","120","57","Dual",4,0,"SRC2","stay","p2","r6","4","LangFirst"
"3947","120","58","Dual",5,1,"SRC2","return","p3","r6","3","MusicFirst"
"3948","120","59","Dual",3,1,"SRC2","stay","p4","r6","2","MusicFirst"
"3949","120","60","Dual",4,0,"SRC2","return","p2","r7","5","LangFirst"
"3950","120","61","Dual",5,0,"SRC2","stay","p3","r7","4","MusicFirst"
"3951","120","62","Dual",5,0,"SRC2","return","p4","r7","3","MusicFirst"
"3952","120","63","Dual",5,0,"SRC2","return","p2","r7","5","LangFirst"
"3953","120","64","Dual",6,1,"SRC2","stay","p3","r7","4","MusicFirst"
"3954","120","65","Dual",5,1,"SRC2","return","p4","r7","3","MusicFirst"
"3955","120","66","Dual",3,0,"SRC2","stay","p2","r8","6","LangFirst"
"3956","120","67","Dual",5,0,"SRC2","return","p3","r8","5","MusicFirst"
"3957","120","68","Dual",6,0,"SRC2","stay","p4","r8","4","LangFirst"
"3958","120","69","Dual",6,0,"SRC2","stay","p2","r8","6","MusicFirst"
"3959","120","70","Dual",4,0,"SRC2","return","p3","r8","5","MusicFirst"
"3960","120","71","Dual",5,1,"SRC2","stay","p4","r8","4","LangFirst"
"4105","121","0","Dual",5,1,"ORC","stay","p2","r6","4","LangFirst"
"4106","121","1","Dual",5,1,"ORC","return","p3","r6","3","MusicFirst"
"4107","121","2","Dual",4,1,"ORC","stay","p4","r6","2","MusicFirst"
