"","subj","TrialIndex","TaskType","Music_resp","Lang_ACC","SentStruct","ReturnStay","PivotPlace","ReturnPlace","PivRetDist","whichfirst"
"5215","126","30","Dual",4,1,"SE","return","p2","r8","6","MusicFirst"
"5216","126","31","Dual",7,1,"SE","stay","p3","r8","5","LangFirst"
"5217","126","32","Dual",5,1,"SE","return","p4","r8","4","LangFirst"
"5218","126","33","Dual",5,1,"SE","return","p2","r8","6","LangFirst"
"5219","126","34","Dual",7,1,"SE","stay","p3","r8","5","MusicFirst"
"5220","126","35","Dual",5,1,"SE","return","p4","r8","4","MusicFirst"
"5221","126","36","Dual",7,1,"SRC1","return","p2","r6","4","MusicFirst"
"5223","126","38","Dual",6,0,"SRC1","return","p4","r6","2","LangFirst"
"5224","126","39","Dual",4,1,"SRC1","return","p2","r6","4","MusicFirst"
"5226","126","41","Dual",4,1,"SRC1","return","p4","r6","2","MusicFirst"
"5227","126","42","Dual",4,1,"SRC1","stay","p2","r7","5","MusicFirst"
"5228","126","43","Dual",4,1,"SRC1","return","p3","r7","4","LangFirst"
"5229","126","44","Dual",2,1,"SRC1","stay","p4","r7","3","MusicFirst"
"5230","126","45","Dual",5,1,"SRC1","stay","p2","r7","5","MusicFirst"
"5232","126","47","Dual",3,1,"SRC1","stay","p4","r7","3","LangFirst"
"5233","126","48","Dual",5,1,"SRC1","return","p2","r8","6","LangFirst"
"5234","126","49","Dual",7,0,"SRC1","stay","p3","r8","5","MusicFirst"
"5235","126","50","Dual",3,0,"SRC1","return","p4","r8","4","MusicFirst"
"5236","126","51","Dual",4,1,"SRC1","return","p2","r8","6","LangFirst"
"5237","126","52","Dual",7,1,"SRC1","stay","p3","r8","5","MusicFirst"
"5238","126","53","Dual",4,1,"SRC1","return","p4","r8","4","LangFirst"
"5240","126","55","Dual",5,1,"SRC2","return","p3","r6","3","LangFirst"
"5241","126","56","Dual",5,1,"SRC2","stay","p4","r6","2","LangFirst"
"5242","126","57","Dual",4,1,"SRC2","stay","p2","r6","4","LangFirst"
"5244","126","59","Dual",6,0,"SRC2","stay","p4","r6","2","MusicFirst"
"5245","126","60","Dual",4,0,"SRC2","return","p2","r7","5","LangFirst"
"5246","126","61","Dual",7,0,"SRC2","stay","p3","r7","4","MusicFirst"
"5247","126","62","Dual",3,1,"SRC2","return","p4","r7","3","MusicFirst"
"5248","126","63","Dual",4,0,"SRC2","return","p2","r7","5","LangFirst"
"5250","126","65","Dual",4,1,"SRC2","return","p4","r7","3","MusicFirst"
"5251","126","66","Dual",6,0,"SRC2","stay","p2","r8","6","LangFirst"
"5252","126","67","Dual",3,0,"SRC2","return","p3","r8","5","MusicFirst"
"5253","126","68","Dual",4,1,"SRC2","stay","p4","r8","4","LangFirst"
"5255","126","70","Dual",3,1,"SRC2","return","p3","r8","5","MusicFirst"
"5256","126","71","Dual",5,1,"SRC2","stay","p4","r8","4","LangFirst"
"5401","127","0","Dual",4,1,"ORC","stay","p2","r6","4","LangFirst"
"5402","127","1","Dual",5,0,"ORC","return","p3","r6","3","MusicFirst"
"5403","127","2","Dual",7,1,"ORC","stay","p4","r6","2","MusicFirst"
"5404","127","3","Dual",5,1,"ORC","stay","p2","r6","4","LangFirst"
"5405","127","4","Dual",6,1,"ORC","return","p3","r6","3","MusicFirst"
"5406","127","5","Dual",4,1,"ORC","stay","p4","r6","2","MusicFirst"
"5407","127","6","Dual",3,1,"ORC","return","p2","r7","5","LangFirst"
"5408","127","7","Dual",5,1,"ORC","stay","p3","r7","4","LangFirst"
"5409","127","8","Dual",2,1,"ORC","return","p4","r7","3","LangFirst"
"5410","127","9","Dual",4,1,"ORC","return","p2","r7","5","LangFirst"
"5411","127","10","Dual",4,1,"ORC","stay","p3","r7","4","MusicFirst"
"5412","127","11","Dual",1,0,"ORC","return","p4","r7","3","LangFirst"
"5413","127","12","Dual",2,1,"ORC","stay","p2","r8","6","LangFirst"
"5414","127","13","Dual",4,1,"ORC","return","p3","r8","5","LangFirst"
"5415","127","14","Dual",5,1,"ORC","stay","p4","r8","4","LangFirst"
"5416","127","15","Dual",3,1,"ORC","stay","p2","r8","6","MusicFirst"
"5417","127","16","Dual",3,1,"ORC","return","p3","r8","5","LangFirst"
"5418","127","17","Dual",5,0,"ORC","stay","p4","r8","4","LangFirst"
"5419","127","18","Dual",5,1,"SE","return","p2","r6","4","MusicFirst"
"5420","127","19","Dual",4,1,"SE","stay","p3","r6","3","MusicFirst"
"5421","127","20","Dual",4,1,"SE","return","p4","r6","2","MusicFirst"
"5422","127","21","Dual",5,1,"SE","return","p2","r6","4","LangFirst"
"5423","127","22","Dual",5,1,"SE","stay","p3","r6","3","MusicFirst"
"5424","127","23","Dual",3,1,"SE","return","p4","r6","2","LangFirst"
"5425","127","24","Dual",4,1,"SE","stay","p2","r7","5","MusicFirst"
"5427","127","26","Dual",3,1,"SE","stay","p4","r7","3","MusicFirst"
"5428","127","27","Dual",3,1,"SE","stay","p2","r7","5","MusicFirst"
"5429","127","28","Dual",4,1,"SE","return","p3","r7","4","LangFirst"
"5430","127","29","Dual",2,1,"SE","stay","p4","r7","3","MusicFirst"
"5431","127","30","Dual",5,1,"SE","return","p2","r8","6","MusicFirst"
"5432","127","31","Dual",2,0,"SE","stay","p3","r8","5","LangFirst"
"5433","127","32","Dual",4,1,"SE","return","p4","r8","4","LangFirst"
"5434","127","33","Dual",5,1,"SE","return","p2","r8","6","LangFirst"
"5435","127","34","Dual",1,1,"SE","stay","p3","r8","5","MusicFirst"
"5436","127","35","Dual",3,1,"SE","return","p4","r8","4","MusicFirst"
"5437","127","36","Dual",6,1,"SRC1","return","p2","r6","4","MusicFirst"
"5438","127","37","Dual",4,1,"SRC1","stay","p3","r6","3","LangFirst"
"5439","127","38","Dual",3,1,"SRC1","return","p4","r6","2","LangFirst"
"5440","127","39","Dual",5,1,"SRC1","return","p2","r6","4","MusicFirst"
"5442","127","41","Dual",3,0,"SRC1","return","p4","r6","2","MusicFirst"
"5443","127","42","Dual",3,1,"SRC1","stay","p2","r7","5","MusicFirst"
"5444","127","43","Dual",2,1,"SRC1","return","p3","r7","4","LangFirst"
"5446","127","45","Dual",4,1,"SRC1","stay","p2","r7","5","MusicFirst"
"5447","127","46","Dual",5,1,"SRC1","return","p3","r7","4","LangFirst"
"5448","127","47","Dual",4,1,"SRC1","stay","p4","r7","3","LangFirst"
"5449","127","48","Dual",5,1,"SRC1","return","p2","r8","6","LangFirst"
"5450","127","49","Dual",2,1,"SRC1","stay","p3","r8","5","MusicFirst"
"5451","127","50","Dual",3,1,"SRC1","return","p4","r8","4","MusicFirst"
"5452","127","51","Dual",2,0,"SRC1","return","p2","r8","6","LangFirst"
"5453","127","52","Dual",2,1,"SRC1","stay","p3","r8","5","MusicFirst"
"5454","127","53","Dual",3,1,"SRC1","return","p4","r8","4","LangFirst"
"5455","127","54","Dual",5,1,"SRC2","stay","p2","r6","4","LangFirst"
"5456","127","55","Dual",4,1,"SRC2","return","p3","r6","3","LangFirst"
"5457","127","56","Dual",6,1,"SRC2","stay","p4","r6","2","LangFirst"
"5458","127","57","Dual",6,1,"SRC2","stay","p2","r6","4","LangFirst"
"5459","127","58","Dual",6,0,"SRC2","return","p3","r6","3","MusicFirst"
"5460","127","59","Dual",5,1,"SRC2","stay","p4","r6","2","MusicFirst"
"5461","127","60","Dual",3,1,"SRC2","return","p2","r7","5","LangFirst"
"5462","127","61","Dual",5,0,"SRC2","stay","p3","r7","4","MusicFirst"
"5463","127","62","Dual",3,0,"SRC2","return","p4","r7","3","MusicFirst"
"5464","127","63","Dual",1,1,"SRC2","return","p2","r7","5","LangFirst"
"5465","127","64","Dual",5,0,"SRC2","stay","p3","r7","4","MusicFirst"
"5466","127","65","Dual",2,0,"SRC2","return","p4","r7","3","MusicFirst"
"5467","127","66","Dual",1,0,"SRC2","stay","p2","r8","6","LangFirst"
"5468","127","67","Dual",3,0,"SRC2","return","p3","r8","5","MusicFirst"
"5469","127","68","Dual",6,1,"SRC2","stay","p4","r8","4","LangFirst"
"5470","127","69","Dual",3,0,"SRC2","stay","p2","r8","6","MusicFirst"
"5471","127","70","Dual",2,0,"SRC2","return","p3","r8","5","MusicFirst"
"5472","127","71","Dual",6,1,"SRC2","stay","p4","r8","4","LangFirst"
"5617","129","0","Dual",5,1,"ORC","stay","p2","r6","4","LangFirst"
"5618","129","1","Dual",7,1,"ORC","return","p3","r6","3","MusicFirst"
"5619","129","2","Dual",7,1,"ORC","stay","p4","r6","2","MusicFirst"
"5620","129","3","Dual",6,0,"ORC","stay","p2","r6","4","LangFirst"
"5622","129","5","Dual",7,1,"ORC","stay","p4","r6","2","MusicFirst"
"5623","129","6","Dual",4,1,"ORC","return","p2","r7","5","LangFirst"
"5624","129","7","Dual",6,1,"ORC","stay","p3","r7","4","LangFirst"
"5625","129","8","Dual",1,1,"ORC","return","p4","r7","3","LangFirst"
"5626","129","9","Dual",2,1,"ORC","return","p2","r7","5","LangFirst"
"5627","129","10","Dual",6,1,"ORC","stay","p3","r7","4","MusicFirst"
"5628","129","11","Dual",2,1,"ORC","return","p4","r7","3","LangFirst"
"5629","129","12","Dual",6,1,"ORC","stay","p2","r8","6","LangFirst"
"5630","129","13","Dual",2,1,"ORC","return","p3","r8","5","LangFirst"
"5631","129","14","Dual",6,0,"ORC","stay","p4","r8","4","LangFirst"
"5632","129","15","Dual",7,1,"ORC","stay","p2","r8","6","MusicFirst"
"5633","129","16","Dual",2,1,"ORC","return","p3","r8","5","LangFirst"
"5634","129","17","Dual",6,1,"ORC","stay","p4","r8","4","LangFirst"
"5635","129","18","Dual",6,1,"SE","return","p2","r6","4","MusicFirst"
"5636","129","19","Dual",7,1,"SE","stay","p3","r6","3","MusicFirst"
"5637","129","20","Dual",7,1,"SE","return","p4","r6","2","MusicFirst"
"5638","129","21","Dual",5,1,"SE","return","p2","r6","4","LangFirst"
"5639","129","22","Dual",5,1,"SE","stay","p3","r6","3","MusicFirst"
"5640","129","23","Dual",6,1,"SE","return","p4","r6","2","LangFirst"
"5641","129","24","Dual",6,1,"SE","stay","p2","r7","5","MusicFirst"
"5642","129","25","Dual",4,1,"SE","return","p3","r7","4","MusicFirst"
"5643","129","26","Dual",6,1,"SE","stay","p4","r7","3","MusicFirst"
"5644","129","27","Dual",6,1,"SE","stay","p2","r7","5","MusicFirst"
"5645","129","28","Dual",6,1,"SE","return","p3","r7","4","LangFirst"
"5646","129","29","Dual",6,1,"SE","stay","p4","r7","3","MusicFirst"
"5647","129","30","Dual",3,1,"SE","return","p2","r8","6","MusicFirst"
"5648","129","31","Dual",7,1,"SE","stay","p3","r8","5","LangFirst"
"5651","129","34","Dual",7,1,"SE","stay","p3","r8","5","MusicFirst"
"5652","129","35","Dual",3,1,"SE","return","p4","r8","4","MusicFirst"
"5653","129","36","Dual",7,1,"SRC1","return","p2","r6","4","MusicFirst"
"5654","129","37","Dual",5,1,"SRC1","stay","p3","r6","3","LangFirst"
"5656","129","39","Dual",6,1,"SRC1","return","p2","r6","4","MusicFirst"
"5657","129","40","Dual",7,1,"SRC1","stay","p3","r6","3","LangFirst"
"5658","129","41","Dual",7,1,"SRC1","return","p4","r6","2","MusicFirst"
"5659","129","42","Dual",7,1,"SRC1","stay","p2","r7","5","MusicFirst"
"5660","129","43","Dual",4,1,"SRC1","return","p3","r7","4","LangFirst"
"5661","129","44","Dual",5,1,"SRC1","stay","p4","r7","3","MusicFirst"
"5662","129","45","Dual",7,1,"SRC1","stay","p2","r7","5","MusicFirst"
"5663","129","46","Dual",5,1,"SRC1","return","p3","r7","4","LangFirst"
"5664","129","47","Dual",4,1,"SRC1","stay","p4","r7","3","LangFirst"
"5665","129","48","Dual",2,1,"SRC1","return","p2","r8","6","LangFirst"
"5666","129","49","Dual",7,1,"SRC1","stay","p3","r8","5","MusicFirst"
"5667","129","50","Dual",2,1,"SRC1","return","p4","r8","4","MusicFirst"
"5668","129","51","Dual",3,1,"SRC1","return","p2","r8","6","LangFirst"
"5669","129","52","Dual",7,1,"SRC1","stay","p3","r8","5","MusicFirst"
"5670","129","53","Dual",2,1,"SRC1","return","p4","r8","4","LangFirst"
"5671","129","54","Dual",6,1,"SRC2","stay","p2","r6","4","LangFirst"
"5672","129","55","Dual",6,1,"SRC2","return","p3","r6","3","LangFirst"
"5673","129","56","Dual",5,1,"SRC2","stay","p4","r6","2","LangFirst"
"5674","129","57","Dual",6,1,"SRC2","stay","p2","r6","4","LangFirst"
"5675","129","58","Dual",5,0,"SRC2","return","p3","r6","3","MusicFirst"
"5676","129","59","Dual",7,0,"SRC2","stay","p4","r6","2","MusicFirst"
"5677","129","60","Dual",4,1,"SRC2","return","p2","r7","5","LangFirst"
"5678","129","61","Dual",7,0,"SRC2","stay","p3","r7","4","MusicFirst"
"5679","129","62","Dual",3,0,"SRC2","return","p4","r7","3","MusicFirst"
"5680","129","63","Dual",5,1,"SRC2","return","p2","r7","5","LangFirst"
"5681","129","64","Dual",6,0,"SRC2","stay","p3","r7","4","MusicFirst"
"5682","129","65","Dual",3,0,"SRC2","return","p4","r7","3","MusicFirst"
"5683","129","66","Dual",7,1,"SRC2","stay","p2","r8","6","LangFirst"
"5684","129","67","Dual",3,0,"SRC2","return","p3","r8","5","MusicFirst"
"5685","129","68","Dual",7,1,"SRC2","stay","p4","r8","4","LangFirst"
"5686","129","69","Dual",6,0,"SRC2","stay","p2","r8","6","MusicFirst"
"5687","129","70","Dual",3,0,"SRC2","return","p3","r8","5","MusicFirst"
"5688","129","71","Dual",6,1,"SRC2","stay","p4","r8","4","LangFirst"
"5833","130","0","Dual",5,1,"ORC","stay","p2","r6","4","LangFirst"
"5834","130","1","Dual",6,1,"ORC","return","p3","r6","3","MusicFirst"
"5835","130","2","Dual",6,1,"ORC","stay","p4","r6","2","MusicFirst"
"5836","130","3","Dual",6,1,"ORC","stay","p2","r6","4","LangFirst"
"5837","130","4","Dual",4,1,"ORC","return","p3","r6","3","MusicFirst"
"5838","130","5","Dual",5,1,"ORC","stay","p4","r6","2","MusicFirst"
"5839","130","6","Dual",3,0,"ORC","return","p2","r7","5","LangFirst"
"5840","130","7","Dual",3,0,"ORC","stay","p3","r7","4","LangFirst"
"5841","130","8","Dual",4,1,"ORC","return","p4","r7","3","LangFirst"
"5842","130","9","Dual",4,0,"ORC","return","p2","r7","5","LangFirst"
"5843","130","10","Dual",6,0,"ORC","stay","p3","r7","4","MusicFirst"
"5844","130","11","Dual",3,1,"ORC","return","p4","r7","3","LangFirst"
"5845","130","12","Dual",5,1,"ORC","stay","p2","r8","6","LangFirst"
"5846","130","13","Dual",4,1,"ORC","return","p3","r8","5","LangFirst"
"5847","130","14","Dual",3,1,"ORC","stay","p4","r8","4","LangFirst"
"5848","130","15","Dual",6,1,"ORC","stay","p2","r8","6","MusicFirst"
"5849","130","16","Dual",5,1,"ORC","return","p3","r8","5","LangFirst"
"5850","130","17","Dual",3,1,"ORC","stay","p4","r8","4","LangFirst"
"5851","130","18","Dual",5,0,"SE","return","p2","r6","4","MusicFirst"
"5852","130","19","Dual",7,1,"SE","stay","p3","r6","3","MusicFirst"
"5853","130","20","Dual",5,1,"SE","return","p4","r6","2","MusicFirst"
"5854","130","21","Dual",5,1,"SE","return","p2","r6","4","LangFirst"
"5855","130","22","Dual",6,1,"SE","stay","p3","r6","3","MusicFirst"
"5856","130","23","Dual",4,1,"SE","return","p4","r6","2","LangFirst"
"5857","130","24","Dual",4,1,"SE","stay","p2","r7","5","MusicFirst"
"5858","130","25","Dual",6,1,"SE","return","p3","r7","4","MusicFirst"
"5859","130","26","Dual",6,1,"SE","stay","p4","r7","3","MusicFirst"
"5860","130","27","Dual",5,0,"SE","stay","p2","r7","5","MusicFirst"
"5861","130","28","Dual",4,1,"SE","return","p3","r7","4","LangFirst"
"5862","130","29","Dual",3,1,"SE","stay","p4","r7","3","MusicFirst"
"5863","130","30","Dual",4,1,"SE","return","p2","r8","6","MusicFirst"
"5864","130","31","Dual",6,0,"SE","stay","p3","r8","5","LangFirst"
"5865","130","32","Dual",3,1,"SE","return","p4","r8","4","LangFirst"
"5866","130","33","Dual",4,1,"SE","return","p2","r8","6","LangFirst"
"5867","130","34","Dual",5,1,"SE","stay","p3","r8","5","MusicFirst"
"5868","130","35","Dual",2,1,"SE","return","p4","r8","4","MusicFirst"
"5869","130","36","Dual",4,0,"SRC1","return","p2","r6","4","MusicFirst"
"5870","130","37","Dual",3,1,"SRC1","stay","p3","r6","3","LangFirst"
"5871","130","38","Dual",5,1,"SRC1","return","p4","r6","2","LangFirst"
"5872","130","39","Dual",4,1,"SRC1","return","p2","r6","4","MusicFirst"
"5873","130","40","Dual",6,0,"SRC1","stay","p3","r6","3","LangFirst"
"5874","130","41","Dual",5,1,"SRC1","return","p4","r6","2","MusicFirst"
"5875","130","42","Dual",4,1,"SRC1","stay","p2","r7","5","MusicFirst"
"5876","130","43","Dual",4,1,"SRC1","return","p3","r7","4","LangFirst"
"5877","130","44","Dual",5,0,"SRC1","stay","p4","r7","3","MusicFirst"
"5878","130","45","Dual",6,0,"SRC1","stay","p2","r7","5","MusicFirst"
"5879","130","46","Dual",3,1,"SRC1","return","p3","r7","4","LangFirst"
"5880","130","47","Dual",4,1,"SRC1","stay","p4","r7","3","LangFirst"
"5881","130","48","Dual",7,1,"SRC1","return","p2","r8","6","LangFirst"
"5882","130","49","Dual",4,0,"SRC1","stay","p3","r8","5","MusicFirst"
"5883","130","50","Dual",4,1,"SRC1","return","p4","r8","4","MusicFirst"
"5884","130","51","Dual",6,1,"SRC1","return","p2","r8","6","LangFirst"
"5885","130","52","Dual",3,1,"SRC1","stay","p3","r8","5","MusicFirst"
"5886","130","53","Dual",4,1,"SRC1","return","p4","r8","4","LangFirst"
"5887","130","54","Dual",5,0,"SRC2","stay","p2","r6","4","LangFirst"
"5888","130","55","Dual",5,1,"SRC2","return","p3","r6","3","LangFirst"
"5889","130","56","Dual",6,1,"SRC2","stay","p4","r6","2","LangFirst"
"5890","130","57","Dual",5,0,"SRC2","stay","p2","r6","4","LangFirst"
"5891","130","58","Dual",6,1,"SRC2","return","p3","r6","3","MusicFirst"
"5892","130","59","Dual",6,1,"SRC2","stay","p4","r6","2","MusicFirst"
"5893","130","60","Dual",4,1,"SRC2","return","p2","r7","5","LangFirst"
"5894","130","61","Dual",7,0,"SRC2","stay","p3","r7","4","MusicFirst"
"5895","130","62","Dual",5,0,"SRC2","return","p4","r7","3","MusicFirst"
"5896","130","63","Dual",4,1,"SRC2","return","p2","r7","5","LangFirst"
"5897","130","64","Dual",6,1,"SRC2","stay","p3","r7","4","MusicFirst"
"5898","130","65","Dual",4,0,"SRC2","return","p4","r7","3","MusicFirst"
"5899","130","66","Dual",7,0,"SRC2","stay","p2","r8","6","LangFirst"
"5900","130","67","Dual",2,1,"SRC2","return","p3","r8","5","MusicFirst"
"5901","130","68","Dual",3,1,"SRC2","stay","p4","r8","4","LangFirst"
"5902","130","69","Dual",6,0,"SRC2","stay","p2","r8","6","MusicFirst"
"5903","130","70","Dual",4,0,"SRC2","return","p3","r8","5","MusicFirst"
"5904","130","71","Dual",5,1,"SRC2","stay","p4","r8","4","LangFirst"
"6049","131","0","Dual",5,1,"ORC","stay","p2","r6","4","LangFirst"
"6050","131","1","Dual",7,1,"ORC","return","p3","r6","3","MusicFirst"
"6051","131","2","Dual",6,0,"ORC","stay","p4","r6","2","MusicFirst"
"6052","131","3","Dual",6,1,"ORC","stay","p2","r6","4","LangFirst"
"6053","131","4","Dual",6,1,"ORC","return","p3","r6","3","MusicFirst"
"6054","131","5","Dual",6,1,"ORC","stay","p4","r6","2","MusicFirst"
"6055","131","6","Dual",3,1,"ORC","return","p2","r7","5","LangFirst"
"6056","131","7","Dual",7,1,"ORC","stay","p3","r7","4","LangFirst"
"6057","131","8","Dual",2,1,"ORC","return","p4","r7","3","LangFirst"
"6058","131","9","Dual",2,1,"ORC","return","p2","r7","5","LangFirst"
"6059","131","10","Dual",6,1,"ORC","stay","p3","r7","4","MusicFirst"
"6060","131","11","Dual",2,1,"ORC","return","p4","r7","3","LangFirst"
"6061","131","12","Dual",2,0,"ORC","stay","p2","r8","6","LangFirst"
"6062","131","13","Dual",3,1,"ORC","return","p3","r8","5","LangFirst"
"6063","131","14","Dual",6,1,"ORC","stay","p4","r8","4","LangFirst"
"6064","131","15","Dual",3,0,"ORC","stay","p2","r8","6","MusicFirst"
"6065","131","16","Dual",2,1,"ORC","return","p3","r8","5","LangFirst"
"6066","131","17","Dual",6,1,"ORC","stay","p4","r8","4","LangFirst"
"6068","131","19","Dual",6,1,"SE","stay","p3","r6","3","MusicFirst"
"6069","131","20","Dual",3,1,"SE","return","p4","r6","2","MusicFirst"
"6070","131","21","Dual",6,1,"SE","return","p2","r6","4","LangFirst"
"6071","131","22","Dual",6,1,"SE","stay","p3","r6","3","MusicFirst"
"6072","131","23","Dual",3,1,"SE","return","p4","r6","2","LangFirst"
"6073","131","24","Dual",5,1,"SE","stay","p2","r7","5","MusicFirst"
"6075","131","26","Dual",1,1,"SE","stay","p4","r7","3","MusicFirst"
"6076","131","27","Dual",3,0,"SE","stay","p2","r7","5","MusicFirst"
"6077","131","28","Dual",2,1,"SE","return","p3","r7","4","LangFirst"
"6079","131","30","Dual",5,1,"SE","return","p2","r8","6","MusicFirst"
"6080","131","31","Dual",5,1,"SE","stay","p3","r8","5","LangFirst"
"6081","131","32","Dual",2,1,"SE","return","p4","r8","4","LangFirst"
"6082","131","33","Dual",3,1,"SE","return","p2","r8","6","LangFirst"
"6083","131","34","Dual",6,1,"SE","stay","p3","r8","5","MusicFirst"
"6084","131","35","Dual",4,1,"SE","return","p4","r8","4","MusicFirst"
"6085","131","36","Dual",5,1,"SRC1","return","p2","r6","4","MusicFirst"
"6086","131","37","Dual",4,1,"SRC1","stay","p3","r6","3","LangFirst"
"6087","131","38","Dual",2,1,"SRC1","return","p4","r6","2","LangFirst"
"6088","131","39","Dual",6,1,"SRC1","return","p2","r6","4","MusicFirst"
"6089","131","40","Dual",4,1,"SRC1","stay","p3","r6","3","LangFirst"
"6090","131","41","Dual",2,1,"SRC1","return","p4","r6","2","MusicFirst"
"6091","131","42","Dual",6,1,"SRC1","stay","p2","r7","5","MusicFirst"
"6092","131","43","Dual",2,1,"SRC1","return","p3","r7","4","LangFirst"
"6093","131","44","Dual",2,1,"SRC1","stay","p4","r7","3","MusicFirst"
"6094","131","45","Dual",3,1,"SRC1","stay","p2","r7","5","MusicFirst"
"6095","131","46","Dual",4,1,"SRC1","return","p3","r7","4","LangFirst"
"6096","131","47","Dual",2,0,"SRC1","stay","p4","r7","3","LangFirst"
"6097","131","48","Dual",5,1,"SRC1","return","p2","r8","6","LangFirst"
"6098","131","49","Dual",6,1,"SRC1","stay","p3","r8","5","MusicFirst"
"6099","131","50","Dual",2,0,"SRC1","return","p4","r8","4","MusicFirst"
"6100","131","51","Dual",2,1,"SRC1","return","p2","r8","6","LangFirst"
"6101","131","52","Dual",5,0,"SRC1","stay","p3","r8","5","MusicFirst"
"6102","131","53","Dual",2,1,"SRC1","return","p4","r8","4","LangFirst"
"6103","131","54","Dual",5,1,"SRC2","stay","p2","r6","4","LangFirst"
"6104","131","55","Dual",6,1,"SRC2","return","p3","r6","3","LangFirst"
"6105","131","56","Dual",6,1,"SRC2","stay","p4","r6","2","LangFirst"
"6106","131","57","Dual",6,1,"SRC2","stay","p2","r6","4","LangFirst"
"6108","131","59","Dual",6,0,"SRC2","stay","p4","r6","2","MusicFirst"
"6109","131","60","Dual",2,1,"SRC2","return","p2","r7","5","LangFirst"
"6110","131","61","Dual",7,0,"SRC2","stay","p3","r7","4","MusicFirst"
"6111","131","62","Dual",2,0,"SRC2","return","p4","r7","3","MusicFirst"
"6112","131","63","Dual",4,1,"SRC2","return","p2","r7","5","LangFirst"
"6114","131","65","Dual",2,0,"SRC2","return","p4","r7","3","MusicFirst"
"6115","131","66","Dual",2,1,"SRC2","stay","p2","r8","6","LangFirst"
"6116","131","67","Dual",2,0,"SRC2","return","p3","r8","5","MusicFirst"
"6117","131","68","Dual",6,1,"SRC2","stay","p4","r8","4","LangFirst"
"6118","131","69","Dual",2,0,"SRC2","stay","p2","r8","6","MusicFirst"
"6119","131","70","Dual",2,0,"SRC2","return","p3","r8","5","MusicFirst"
"6120","131","71","Dual",7,1,"SRC2","stay","p4","r8","4","LangFirst"
"6265","132","0","Dual",5,0,"ORC","stay","p2","r6","4","LangFirst"
"6266","132","1","Dual",5,0,"ORC","return","p3","r6","3","MusicFirst"
"6267","132","2","Dual",5,1,"ORC","stay","p4","r6","2","MusicFirst"
"6268","132","3","Dual",6,0,"ORC","stay","p2","r6","4","LangFirst"
"6269","132","4","Dual",5,0,"ORC","return","p3","r6","3","MusicFirst"
"6270","132","5","Dual",6,0,"ORC","stay","p4","r6","2","MusicFirst"
"6271","132","6","Dual",3,0,"ORC","return","p2","r7","5","LangFirst"
"6272","132","7","Dual",6,1,"ORC","stay","p3","r7","4","LangFirst"
"6273","132","8","Dual",5,1,"ORC","return","p4","r7","3","LangFirst"
"6274","132","9","Dual",1,1,"ORC","return","p2","r7","5","LangFirst"
"6275","132","10","Dual",5,1,"ORC","stay","p3","r7","4","MusicFirst"
"6276","132","11","Dual",3,1,"ORC","return","p4","r7","3","LangFirst"
"6277","132","12","Dual",2,1,"ORC","stay","p2","r8","6","LangFirst"
"6279","132","14","Dual",6,1,"ORC","stay","p4","r8","4","LangFirst"
"6280","132","15","Dual",4,1,"ORC","stay","p2","r8","6","MusicFirst"
"6281","132","16","Dual",3,0,"ORC","return","p3","r8","5","LangFirst"
"6282","132","17","Dual",6,1,"ORC","stay","p4","r8","4","LangFirst"
"6283","132","18","Dual",5,1,"SE","return","p2","r6","4","MusicFirst"
"6284","132","19","Dual",5,1,"SE","stay","p3","r6","3","MusicFirst"
"6285","132","20","Dual",5,1,"SE","return","p4","r6","2","MusicFirst"
"6286","132","21","Dual",5,0,"SE","return","p2","r6","4","LangFirst"
"6287","132","22","Dual",5,1,"SE","stay","p3","r6","3","MusicFirst"
"6288","132","23","Dual",6,1,"SE","return","p4","r6","2","LangFirst"
"6289","132","24","Dual",5,1,"SE","stay","p2","r7","5","MusicFirst"
"6290","132","25","Dual",5,1,"SE","return","p3","r7","4","MusicFirst"
"6292","132","27","Dual",5,1,"SE","stay","p2","r7","5","MusicFirst"
"6293","132","28","Dual",5,1,"SE","return","p3","r7","4","LangFirst"
"6294","132","29","Dual",3,1,"SE","stay","p4","r7","3","MusicFirst"
"6295","132","30","Dual",2,1,"SE","return","p2","r8","6","MusicFirst"
"6296","132","31","Dual",6,1,"SE","stay","p3","r8","5","LangFirst"
"6297","132","32","Dual",4,1,"SE","return","p4","r8","4","LangFirst"
"6298","132","33","Dual",3,1,"SE","return","p2","r8","6","LangFirst"
"6300","132","35","Dual",2,1,"SE","return","p4","r8","4","MusicFirst"
"6301","132","36","Dual",5,1,"SRC1","return","p2","r6","4","MusicFirst"
"6302","132","37","Dual",5,1,"SRC1","stay","p3","r6","3","LangFirst"
"6303","132","38","Dual",4,1,"SRC1","return","p4","r6","2","LangFirst"
"6304","132","39","Dual",5,1,"SRC1","return","p2","r6","4","MusicFirst"
"6305","132","40","Dual",5,1,"SRC1","stay","p3","r6","3","LangFirst"
"6306","132","41","Dual",5,1,"SRC1","return","p4","r6","2","MusicFirst"
"6307","132","42","Dual",5,1,"SRC1","stay","p2","r7","5","MusicFirst"
"6308","132","43","Dual",6,1,"SRC1","return","p3","r7","4","LangFirst"
"6309","132","44","Dual",3,1,"SRC1","stay","p4","r7","3","MusicFirst"
"6310","132","45","Dual",5,1,"SRC1","stay","p2","r7","5","MusicFirst"
