"","subj","TaskType","Music_resp","whichfirst","ReturnStay","PivotPlace","ReturnPlace","PivRetDist"
"1","102","Dual",5,"LangFirst","stay","p2","r6","4"
"2","102","Dual",5,"MusicFirst","return","p3","r6","3"
"3","102","Dual",6,"MusicFirst","stay","p4","r6","2"
"4","102","Dual",6,"LangFirst","stay","p2","r6","4"
"5","102","Dual",6,"MusicFirst","return","p3","r6","3"
"6","102","Dual",5,"MusicFirst","stay","p4","r6","2"
"7","102","Dual",0,"LangFirst","return","p2","r7","5"
"8","102","Dual",6,"LangFirst","stay","p3","r7","4"
"9","102","Dual",3,"LangFirst","return","p4","r7","3"
"10","102","Dual",5,"LangFirst","return","p2","r7","5"
"11","102","Dual",6,"MusicFirst","stay","p3","r7","4"
"12","102","Dual",5,"LangFirst","return","p4","r7","3"
"13","102","Dual",0,"LangFirst","stay","p2","r8","6"
"14","102","Dual",5,"LangFirst","return","p3","r8","5"
"15","102","Dual",6,"LangFirst","stay","p4","r8","4"
"16","102","Dual",5,"MusicFirst","stay","p2","r8","6"
"17","102","Dual",6,"LangFirst","return","p3","r8","5"
"18","102","Dual",6,"LangFirst","stay","p4","r8","4"
"19","102","Dual",6,"MusicFirst","return","p2","r6","4"
"20","102","Dual",5,"MusicFirst","stay","p3","r6","3"
"21","102","Dual",5,"MusicFirst","return","p4","r6","2"
"22","102","Dual",6,"LangFirst","return","p2","r6","4"
"23","102","Dual",6,"MusicFirst","stay","p3","r6","3"
"24","102","Dual",5,"LangFirst","return","p4","r6","2"
"25","102","Dual",5,"MusicFirst","stay","p2","r7","5"
"26","102","Dual",4,"MusicFirst","return","p3","r7","4"
"27","102","Dual",3,"MusicFirst","stay","p4","r7","3"
"28","102","Dual",5,"MusicFirst","stay","p2","r7","5"
"29","102","Dual",4,"LangFirst","return","p3","r7","4"
"30","102","Dual",2,"MusicFirst","stay","p4","r7","3"
"31","102","Dual",3,"MusicFirst","return","p2","r8","6"
"32","102","Dual",5,"LangFirst","stay","p3","r8","5"
"33","102","Dual",3,"LangFirst","return","p4","r8","4"
"34","102","Dual",3,"LangFirst","return","p2","r8","6"
"35","102","Dual",5,"MusicFirst","stay","p3","r8","5"
"36","102","Dual",3,"MusicFirst","return","p4","r8","4"
"37","102","Dual",4,"MusicFirst","return","p2","r6","4"
"38","102","Dual",6,"LangFirst","stay","p3","r6","3"
"39","102","Dual",4,"LangFirst","return","p4","r6","2"
"40","102","Dual",5,"MusicFirst","return","p2","r6","4"
"41","102","Dual",6,"LangFirst","stay","p3","r6","3"
"42","102","Dual",5,"MusicFirst","return","p4","r6","2"
"43","102","Dual",3,"MusicFirst","stay","p2","r7","5"
"44","102","Dual",4,"LangFirst","return","p3","r7","4"
"45","102","Dual",2,"MusicFirst","stay","p4","r7","3"
"46","102","Dual",5,"MusicFirst","stay","p2","r7","5"
"47","102","Dual",0,"LangFirst","return","p3","r7","4"
"48","102","Dual",3,"LangFirst","stay","p4","r7","3"
"49","102","Dual",3,"LangFirst","return","p2","r8","6"
"50","102","Dual",4,"MusicFirst","stay","p3","r8","5"
"51","102","Dual",4,"MusicFirst","return","p4","r8","4"
"52","102","Dual",5,"LangFirst","return","p2","r8","6"
"53","102","Dual",5,"MusicFirst","stay","p3","r8","5"
"54","102","Dual",3,"LangFirst","return","p4","r8","4"
"55","102","Dual",6,"LangFirst","stay","p2","r6","4"
"56","102","Dual",5,"LangFirst","return","p3","r6","3"
"57","102","Dual",7,"LangFirst","stay","p4","r6","2"
"58","102","Dual",4,"LangFirst","stay","p2","r6","4"
"59","102","Dual",6,"MusicFirst","return","p3","r6","3"
"60","102","Dual",5,"MusicFirst","stay","p4","r6","2"
"61","102","Dual",3,"LangFirst","return","p2","r7","5"
"62","102","Dual",5,"MusicFirst","stay","p3","r7","4"
"63","102","Dual",3,"MusicFirst","return","p4","r7","3"
"64","102","Dual",5,"LangFirst","return","p2","r7","5"
"65","102","Dual",5,"MusicFirst","stay","p3","r7","4"
"66","102","Dual",3,"MusicFirst","return","p4","r7","3"
"67","102","Dual",4,"LangFirst","stay","p2","r8","6"
"68","102","Dual",3,"MusicFirst","return","p3","r8","5"
"69","102","Dual",6,"LangFirst","stay","p4","r8","4"
"70","102","Dual",5,"MusicFirst","stay","p2","r8","6"
"71","102","Dual",3,"MusicFirst","return","p3","r8","5"
"72","102","Dual",5,"LangFirst","stay","p4","r8","4"
"145","102","Music",6,"MusicFirst","return","p2","r6","4"
"146","102","Music",4,"MusicFirst","stay","p2","r6","4"
"147","102","Music",3,"MusicFirst","return","p2","r7","5"
"148","102","Music",7,"MusicFirst","stay","p2","r7","5"
"149","102","Music",2,"MusicFirst","return","p2","r8","6"
"150","102","Music",3,"MusicFirst","stay","p2","r8","6"
"151","102","Music",6,"MusicFirst","return","p3","r6","3"
"152","102","Music",5,"MusicFirst","stay","p3","r6","3"
"153","102","Music",2,"MusicFirst","return","p3","r7","4"
"154","102","Music",6,"MusicFirst","stay","p3","r7","4"
"155","102","Music",2,"MusicFirst","return","p3","r8","5"
"156","102","Music",6,"MusicFirst","stay","p3","r8","5"
"157","102","Music",5,"MusicFirst","return","p4","r6","2"
"158","102","Music",6,"MusicFirst","stay","p4","r6","2"
"159","102","Music",4,"MusicFirst","return","p4","r7","3"
"160","102","Music",3,"MusicFirst","stay","p4","r7","3"
"161","102","Music",3,"MusicFirst","return","p4","r8","4"
"162","102","Music",5,"MusicFirst","stay","p4","r8","4"
"163","102","Music",6,"MusicFirst","return","p2","r6","4"
"164","102","Music",5,"MusicFirst","stay","p2","r6","4"
"165","102","Music",2,"MusicFirst","return","p2","r7","5"
"166","102","Music",4,"MusicFirst","stay","p2","r7","5"
"167","102","Music",3,"MusicFirst","return","p2","r8","6"
"168","102","Music",2,"MusicFirst","stay","p2","r8","6"
"169","102","Music",6,"MusicFirst","return","p3","r6","3"
"170","102","Music",5,"MusicFirst","stay","p3","r6","3"
"171","102","Music",6,"MusicFirst","return","p3","r7","4"
"172","102","Music",7,"MusicFirst","stay","p3","r7","4"
"173","102","Music",1,"MusicFirst","return","p3","r8","5"
"174","102","Music",5,"MusicFirst","stay","p3","r8","5"
"175","102","Music",4,"MusicFirst","return","p4","r6","2"
"176","102","Music",7,"MusicFirst","stay","p4","r6","2"
"177","102","Music",3,"MusicFirst","return","p4","r7","3"
"178","102","Music",2,"MusicFirst","stay","p4","r7","3"
"179","102","Music",3,"MusicFirst","return","p4","r8","4"
"180","102","Music",5,"MusicFirst","stay","p4","r8","4"
"181","102","Music",6,"MusicFirst","return","p2","r6","4"
"182","102","Music",6,"MusicFirst","stay","p2","r6","4"
"183","102","Music",2,"MusicFirst","return","p2","r7","5"
"184","102","Music",6,"MusicFirst","stay","p2","r7","5"
"185","102","Music",2,"MusicFirst","return","p2","r8","6"
"186","102","Music",4,"MusicFirst","stay","p2","r8","6"
"187","102","Music",6,"MusicFirst","return","p3","r6","3"
"188","102","Music",3,"MusicFirst","stay","p3","r6","3"
"189","102","Music",4,"MusicFirst","return","p3","r7","4"
"190","102","Music",5,"MusicFirst","stay","p3","r7","4"
"191","102","Music",3,"MusicFirst","return","p3","r8","5"
"192","102","Music",6,"MusicFirst","stay","p3","r8","5"
"193","102","Music",3,"MusicFirst","return","p4","r6","2"
"194","102","Music",5,"MusicFirst","stay","p4","r6","2"
"195","102","Music",1,"MusicFirst","return","p4","r7","3"
"196","102","Music",3,"MusicFirst","stay","p4","r7","3"
"197","102","Music",2,"MusicFirst","return","p4","r8","4"
"198","102","Music",5,"MusicFirst","stay","p4","r8","4"
"199","102","Music",6,"MusicFirst","return","p2","r6","4"
"200","102","Music",5,"MusicFirst","stay","p2","r6","4"
"201","102","Music",3,"MusicFirst","return","p2","r7","5"
"202","102","Music",5,"MusicFirst","stay","p2","r7","5"
"203","102","Music",2,"MusicFirst","return","p2","r8","6"
"204","102","Music",3,"MusicFirst","stay","p2","r8","6"
"205","102","Music",6,"MusicFirst","return","p3","r6","3"
"206","102","Music",5,"MusicFirst","stay","p3","r6","3"
"207","102","Music",3,"MusicFirst","return","p3","r7","4"
"208","102","Music",5,"MusicFirst","stay","p3","r7","4"
"209","102","Music",2,"MusicFirst","return","p3","r8","5"
"210","102","Music",3,"MusicFirst","stay","p3","r8","5"
"211","102","Music",5,"MusicFirst","return","p4","r6","2"
"212","102","Music",4,"MusicFirst","stay","p4","r6","2"
"213","102","Music",2,"MusicFirst","return","p4","r7","3"
"214","102","Music",2,"MusicFirst","stay","p4","r7","3"
"215","102","Music",3,"MusicFirst","return","p4","r8","4"
"216","102","Music",6,"MusicFirst","stay","p4","r8","4"
"217","103","Dual",4,"LangFirst","stay","p2","r6","4"
"218","103","Dual",5,"MusicFirst","return","p3","r6","3"
"219","103","Dual",6,"MusicFirst","stay","p4","r6","2"
"220","103","Dual",7,"LangFirst","stay","p2","r6","4"
"221","103","Dual",6,"MusicFirst","return","p3","r6","3"
"222","103","Dual",7,"MusicFirst","stay","p4","r6","2"
"223","103","Dual",7,"LangFirst","return","p2","r7","5"
"224","103","Dual",5,"LangFirst","stay","p3","r7","4"
"225","103","Dual",6,"LangFirst","return","p4","r7","3"
"226","103","Dual",5,"LangFirst","return","p2","r7","5"
"227","103","Dual",6,"MusicFirst","stay","p3","r7","4"
"228","103","Dual",3,"LangFirst","return","p4","r7","3"
"229","103","Dual",4,"LangFirst","stay","p2","r8","6"
"230","103","Dual",5,"LangFirst","return","p3","r8","5"
"231","103","Dual",6,"LangFirst","stay","p4","r8","4"
"232","103","Dual",5,"MusicFirst","stay","p2","r8","6"
"233","103","Dual",2,"LangFirst","return","p3","r8","5"
"234","103","Dual",6,"LangFirst","stay","p4","r8","4"
"235","103","Dual",6,"MusicFirst","return","p2","r6","4"
"236","103","Dual",5,"MusicFirst","stay","p3","r6","3"
"237","103","Dual",6,"MusicFirst","return","p4","r6","2"
"238","103","Dual",7,"LangFirst","return","p2","r6","4"
"239","103","Dual",7,"MusicFirst","stay","p3","r6","3"
"240","103","Dual",5,"LangFirst","return","p4","r6","2"
"241","103","Dual",6,"MusicFirst","stay","p2","r7","5"
"242","103","Dual",6,"MusicFirst","return","p3","r7","4"
"243","103","Dual",6,"MusicFirst","stay","p4","r7","3"
"244","103","Dual",6,"MusicFirst","stay","p2","r7","5"
"245","103","Dual",6,"LangFirst","return","p3","r7","4"
"246","103","Dual",6,"MusicFirst","stay","p4","r7","3"
"247","103","Dual",5,"MusicFirst","return","p2","r8","6"
"248","103","Dual",5,"LangFirst","stay","p3","r8","5"
"249","103","Dual",3,"LangFirst","return","p4","r8","4"
"250","103","Dual",3,"LangFirst","return","p2","r8","6"
"251","103","Dual",7,"MusicFirst","stay","p3","r8","5"
"252","103","Dual",7,"MusicFirst","return","p4","r8","4"
"253","103","Dual",3,"MusicFirst","return","p2","r6","4"
"254","103","Dual",3,"LangFirst","stay","p3","r6","3"
"255","103","Dual",6,"LangFirst","return","p4","r6","2"
"256","103","Dual",7,"MusicFirst","return","p2","r6","4"
"257","103","Dual",6,"LangFirst","stay","p3","r6","3"
"258","103","Dual",6,"MusicFirst","return","p4","r6","2"
"259","103","Dual",5,"MusicFirst","stay","p2","r7","5"
"260","103","Dual",6,"LangFirst","return","p3","r7","4"
"261","103","Dual",6,"MusicFirst","stay","p4","r7","3"
"262","103","Dual",5,"MusicFirst","stay","p2","r7","5"
"263","103","Dual",5,"LangFirst","return","p3","r7","4"
"264","103","Dual",3,"LangFirst","stay","p4","r7","3"
"265","103","Dual",2,"LangFirst","return","p2","r8","6"
"266","103","Dual",6,"MusicFirst","stay","p3","r8","5"
"267","103","Dual",4,"MusicFirst","return","p4","r8","4"
"268","103","Dual",6,"LangFirst","return","p2","r8","6"
"269","103","Dual",6,"MusicFirst","stay","p3","r8","5"
"270","103","Dual",6,"LangFirst","return","p4","r8","4"
"271","103","Dual",3,"LangFirst","stay","p2","r6","4"
"272","103","Dual",6,"LangFirst","return","p3","r6","3"
"273","103","Dual",6,"LangFirst","stay","p4","r6","2"
"275","103","Dual",6,"MusicFirst","return","p3","r6","3"
"276","103","Dual",6,"MusicFirst","stay","p4","r6","2"
"278","103","Dual",7,"MusicFirst","stay","p3","r7","4"
"279","103","Dual",3,"MusicFirst","return","p4","r7","3"
"280","103","Dual",2,"LangFirst","return","p2","r7","5"
"281","103","Dual",6,"MusicFirst","stay","p3","r7","4"
"282","103","Dual",3,"MusicFirst","return","p4","r7","3"
"283","103","Dual",6,"LangFirst","stay","p2","r8","6"
"284","103","Dual",3,"MusicFirst","return","p3","r8","5"
"285","103","Dual",6,"LangFirst","stay","p4","r8","4"
"286","103","Dual",6,"MusicFirst","stay","p2","r8","6"
"287","103","Dual",3,"MusicFirst","return","p3","r8","5"
"288","103","Dual",6,"LangFirst","stay","p4","r8","4"
"361","103","Music",6,"MusicFirst","return","p2","r6","4"
"362","103","Music",7,"MusicFirst","stay","p2","r6","4"
"363","103","Music",1,"MusicFirst","return","p2","r7","5"
"364","103","Music",6,"MusicFirst","stay","p2","r7","5"
"365","103","Music",1,"MusicFirst","return","p2","r8","6"
"366","103","Music",5,"MusicFirst","stay","p2","r8","6"
"367","103","Music",7,"MusicFirst","return","p3","r6","3"
"368","103","Music",6,"MusicFirst","stay","p3","r6","3"
"369","103","Music",4,"MusicFirst","return","p3","r7","4"
"370","103","Music",7,"MusicFirst","stay","p3","r7","4"
"371","103","Music",2,"MusicFirst","return","p3","r8","5"
"372","103","Music",7,"MusicFirst","stay","p3","r8","5"
"373","103","Music",6,"MusicFirst","return","p4","r6","2"
"374","103","Music",6,"MusicFirst","stay","p4","r6","2"
"375","103","Music",4,"MusicFirst","return","p4","r7","3"
"376","103","Music",3,"MusicFirst","stay","p4","r7","3"
"377","103","Music",1,"MusicFirst","return","p4","r8","4"
"378","103","Music",6,"MusicFirst","stay","p4","r8","4"
"379","103","Music",7,"MusicFirst","return","p2","r6","4"
"380","103","Music",7,"MusicFirst","stay","p2","r6","4"
"381","103","Music",4,"MusicFirst","return","p2","r7","5"
"382","103","Music",5,"MusicFirst","stay","p2","r7","5"
"383","103","Music",2,"MusicFirst","return","p2","r8","6"
"384","103","Music",7,"MusicFirst","stay","p2","r8","6"
"385","103","Music",6,"MusicFirst","return","p3","r6","3"
"386","103","Music",6,"MusicFirst","stay","p3","r6","3"
"387","103","Music",6,"MusicFirst","return","p3","r7","4"
"388","103","Music",6,"MusicFirst","stay","p3","r7","4"
"389","103","Music",1,"MusicFirst","return","p3","r8","5"
"390","103","Music",6,"MusicFirst","stay","p3","r8","5"
"391","103","Music",6,"MusicFirst","return","p4","r6","2"
"392","103","Music",6,"MusicFirst","stay","p4","r6","2"
"393","103","Music",2,"MusicFirst","return","p4","r7","3"
"394","103","Music",7,"MusicFirst","stay","p4","r7","3"
"395","103","Music",3,"MusicFirst","return","p4","r8","4"
"396","103","Music",6,"MusicFirst","stay","p4","r8","4"
"397","103","Music",5,"MusicFirst","return","p2","r6","4"
"398","103","Music",7,"MusicFirst","stay","p2","r6","4"
"399","103","Music",2,"MusicFirst","return","p2","r7","5"
"400","103","Music",6,"MusicFirst","stay","p2","r7","5"
"401","103","Music",4,"MusicFirst","return","p2","r8","6"
"402","103","Music",7,"MusicFirst","stay","p2","r8","6"
"403","103","Music",7,"MusicFirst","return","p3","r6","3"
"404","103","Music",6,"MusicFirst","stay","p3","r6","3"
"405","103","Music",3,"MusicFirst","return","p3","r7","4"
"406","103","Music",6,"MusicFirst","stay","p3","r7","4"
"407","103","Music",2,"MusicFirst","return","p3","r8","5"
"408","103","Music",7,"MusicFirst","stay","p3","r8","5"
"409","103","Music",4,"MusicFirst","return","p4","r6","2"
"410","103","Music",7,"MusicFirst","stay","p4","r6","2"
"411","103","Music",4,"MusicFirst","return","p4","r7","3"
"412","103","Music",6,"MusicFirst","stay","p4","r7","3"
"413","103","Music",1,"MusicFirst","return","p4","r8","4"
"414","103","Music",7,"MusicFirst","stay","p4","r8","4"
"415","103","Music",4,"MusicFirst","return","p2","r6","4"
"416","103","Music",6,"MusicFirst","stay","p2","r6","4"
"417","103","Music",5,"MusicFirst","return","p2","r7","5"
"418","103","Music",6,"MusicFirst","stay","p2","r7","5"
"419","103","Music",2,"MusicFirst","return","p2","r8","6"
"420","103","Music",6,"MusicFirst","stay","p2","r8","6"
"421","103","Music",7,"MusicFirst","return","p3","r6","3"
"422","103","Music",6,"MusicFirst","stay","p3","r6","3"
"423","103","Music",5,"MusicFirst","return","p3","r7","4"
"424","103","Music",6,"MusicFirst","stay","p3","r7","4"
"425","103","Music",6,"MusicFirst","return","p3","r8","5"
"426","103","Music",7,"MusicFirst","stay","p3","r8","5"
"427","103","Music",4,"MusicFirst","return","p4","r6","2"
"428","103","Music",6,"MusicFirst","stay","p4","r6","2"
"429","103","Music",1,"MusicFirst","return","p4","r7","3"
"430","103","Music",5,"MusicFirst","stay","p4","r7","3"
"431","103","Music",3,"MusicFirst","return","p4","r8","4"
"432","103","Music",6,"MusicFirst","stay","p4","r8","4"
"433","104","Dual",6,"LangFirst","stay","p2","r6","4"
"434","104","Dual",7,"MusicFirst","return","p3","r6","3"
"435","104","Dual",7,"MusicFirst","stay","p4","r6","2"
"436","104","Dual",5,"LangFirst","stay","p2","r6","4"
"437","104","Dual",4,"MusicFirst","return","p3","r6","3"
"438","104","Dual",6,"MusicFirst","stay","p4","r6","2"
"439","104","Dual",3,"LangFirst","return","p2","r7","5"
"440","104","Dual",7,"LangFirst","stay","p3","r7","4"
"441","104","Dual",5,"LangFirst","return","p4","r7","3"
"442","104","Dual",2,"LangFirst","return","p2","r7","5"
"443","104","Dual",6,"MusicFirst","stay","p3","r7","4"
"445","104","Dual",5,"LangFirst","stay","p2","r8","6"
"446","104","Dual",5,"LangFirst","return","p3","r8","5"
"447","104","Dual",6,"LangFirst","stay","p4","r8","4"
"448","104","Dual",7,"MusicFirst","stay","p2","r8","6"
"449","104","Dual",3,"LangFirst","return","p3","r8","5"
"450","104","Dual",7,"LangFirst","stay","p4","r8","4"
"451","104","Dual",7,"MusicFirst","return","p2","r6","4"
"452","104","Dual",4,"MusicFirst","stay","p3","r6","3"
"453","104","Dual",6,"MusicFirst","return","p4","r6","2"
"454","104","Dual",5,"LangFirst","return","p2","r6","4"
"455","104","Dual",7,"MusicFirst","stay","p3","r6","3"
"456","104","Dual",5,"LangFirst","return","p4","r6","2"
"457","104","Dual",4,"MusicFirst","stay","p2","r7","5"
"458","104","Dual",1,"MusicFirst","return","p3","r7","4"
"459","104","Dual",5,"MusicFirst","stay","p4","r7","3"
"460","104","Dual",5,"MusicFirst","stay","p2","r7","5"
"461","104","Dual",4,"LangFirst","return","p3","r7","4"
"462","104","Dual",4,"MusicFirst","stay","p4","r7","3"
"463","104","Dual",2,"MusicFirst","return","p2","r8","6"
"464","104","Dual",7,"LangFirst","stay","p3","r8","5"
"465","104","Dual",3,"LangFirst","return","p4","r8","4"
"466","104","Dual",2,"LangFirst","return","p2","r8","6"
"467","104","Dual",6,"MusicFirst","stay","p3","r8","5"
"468","104","Dual",3,"MusicFirst","return","p4","r8","4"
"469","104","Dual",7,"MusicFirst","return","p2","r6","4"
"470","104","Dual",6,"LangFirst","stay","p3","r6","3"
"471","104","Dual",4,"LangFirst","return","p4","r6","2"
"472","104","Dual",7,"MusicFirst","return","p2","r6","4"
"473","104","Dual",7,"LangFirst","stay","p3","r6","3"
"474","104","Dual",4,"MusicFirst","return","p4","r6","2"
"475","104","Dual",7,"MusicFirst","stay","p2","r7","5"
"476","104","Dual",2,"LangFirst","return","p3","r7","4"
"477","104","Dual",5,"MusicFirst","stay","p4","r7","3"
"478","104","Dual",5,"MusicFirst","stay","p2","r7","5"
"479","104","Dual",4,"LangFirst","return","p3","r7","4"
"480","104","Dual",4,"LangFirst","stay","p4","r7","3"
"481","104","Dual",4,"LangFirst","return","p2","r8","6"
"482","104","Dual",5,"MusicFirst","stay","p3","r8","5"
"483","104","Dual",4,"MusicFirst","return","p4","r8","4"
"484","104","Dual",4,"LangFirst","return","p2","r8","6"
"485","104","Dual",6,"MusicFirst","stay","p3","r8","5"
"486","104","Dual",2,"LangFirst","return","p4","r8","4"
"487","104","Dual",4,"LangFirst","stay","p2","r6","4"
"488","104","Dual",5,"LangFirst","return","p3","r6","3"
"489","104","Dual",7,"LangFirst","stay","p4","r6","2"
"490","104","Dual",5,"LangFirst","stay","p2","r6","4"
"491","104","Dual",7,"MusicFirst","return","p3","r6","3"
"492","104","Dual",3,"MusicFirst","stay","p4","r6","2"
"493","104","Dual",4,"LangFirst","return","p2","r7","5"
"494","104","Dual",6,"MusicFirst","stay","p3","r7","4"
"495","104","Dual",4,"MusicFirst","return","p4","r7","3"
"496","104","Dual",2,"LangFirst","return","p2","r7","5"
"497","104","Dual",7,"MusicFirst","stay","p3","r7","4"
"498","104","Dual",3,"MusicFirst","return","p4","r7","3"
"500","104","Dual",3,"MusicFirst","return","p3","r8","5"
"501","104","Dual",6,"LangFirst","stay","p4","r8","4"
"502","104","Dual",7,"MusicFirst","stay","p2","r8","6"
"503","104","Dual",3,"MusicFirst","return","p3","r8","5"
"504","104","Dual",6,"LangFirst","stay","p4","r8","4"
"577","104","Music",4,"MusicFirst","return","p2","r6","4"
"578","104","Music",5,"MusicFirst","stay","p2","r6","4"
"579","104","Music",1,"MusicFirst","return","p2","r7","5"
"580","104","Music",6,"MusicFirst","stay","p2","r7","5"
"581","104","Music",1,"MusicFirst","return","p2","r8","6"
"582","104","Music",6,"MusicFirst","stay","p2","r8","6"
"583","104","Music",7,"MusicFirst","return","p3","r6","3"
"584","104","Music",3,"MusicFirst","stay","p3","r6","3"
"585","104","Music",5,"MusicFirst","return","p3","r7","4"
"586","104","Music",7,"MusicFirst","stay","p3","r7","4"
"587","104","Music",2,"MusicFirst","return","p3","r8","5"
"588","104","Music",2,"MusicFirst","stay","p3","r8","5"
"589","104","Music",4,"MusicFirst","return","p4","r6","2"
"590","104","Music",6,"MusicFirst","stay","p4","r6","2"
"591","104","Music",2,"MusicFirst","return","p4","r7","3"
"592","104","Music",4,"MusicFirst","stay","p4","r7","3"
"593","104","Music",1,"MusicFirst","return","p4","r8","4"
"594","104","Music",6,"MusicFirst","stay","p4","r8","4"
"595","104","Music",5,"MusicFirst","return","p2","r6","4"
"596","104","Music",4,"MusicFirst","stay","p2","r6","4"
"597","104","Music",1,"MusicFirst","return","p2","r7","5"
"598","104","Music",5,"MusicFirst","stay","p2","r7","5"
"599","104","Music",2,"MusicFirst","return","p2","r8","6"
"600","104","Music",3,"MusicFirst","stay","p2","r8","6"
"601","104","Music",2,"MusicFirst","return","p3","r6","3"
"602","104","Music",1,"MusicFirst","stay","p3","r6","3"
"603","104","Music",1,"MusicFirst","return","p3","r7","4"
"604","104","Music",7,"MusicFirst","stay","p3","r7","4"
"605","104","Music",3,"MusicFirst","return","p3","r8","5"
"606","104","Music",6,"MusicFirst","stay","p3","r8","5"
"607","104","Music",3,"MusicFirst","return","p4","r6","2"
"608","104","Music",7,"MusicFirst","stay","p4","r6","2"
"609","104","Music",2,"MusicFirst","return","p4","r7","3"
"610","104","Music",4,"MusicFirst","stay","p4","r7","3"
"611","104","Music",1,"MusicFirst","return","p4","r8","4"
"612","104","Music",7,"MusicFirst","stay","p4","r8","4"
"613","104","Music",7,"MusicFirst","return","p2","r6","4"
"614","104","Music",7,"MusicFirst","stay","p2","r6","4"
"615","104","Music",1,"MusicFirst","return","p2","r7","5"
"616","104","Music",6,"MusicFirst","stay","p2","r7","5"
"617","104","Music",4,"MusicFirst","return","p2","r8","6"
"618","104","Music",2,"MusicFirst","stay","p2","r8","6"
"619","104","Music",5,"MusicFirst","return","p3","r6","3"
"620","104","Music",4,"MusicFirst","stay","p3","r6","3"
"621","104","Music",1,"MusicFirst","return","p3","r7","4"
"622","104","Music",6,"MusicFirst","stay","p3","r7","4"
"623","104","Music",1,"MusicFirst","return","p3","r8","5"
"624","104","Music",5,"MusicFirst","stay","p3","r8","5"
"625","104","Music",5,"MusicFirst","return","p4","r6","2"
"626","104","Music",7,"MusicFirst","stay","p4","r6","2"
"627","104","Music",2,"MusicFirst","return","p4","r7","3"
"628","104","Music",6,"MusicFirst","stay","p4","r7","3"
"629","104","Music",1,"MusicFirst","return","p4","r8","4"
"630","104","Music",7,"MusicFirst","stay","p4","r8","4"
"631","104","Music",7,"MusicFirst","return","p2","r6","4"
"632","104","Music",5,"MusicFirst","stay","p2","r6","4"
"633","104","Music",2,"MusicFirst","return","p2","r7","5"
"634","104","Music",6,"MusicFirst","stay","p2","r7","5"
"635","104","Music",2,"MusicFirst","return","p2","r8","6"
"636","104","Music",5,"MusicFirst","stay","p2","r8","6"
"637","104","Music",7,"MusicFirst","return","p3","r6","3"
"638","104","Music",5,"MusicFirst","stay","p3","r6","3"
"639","104","Music",4,"MusicFirst","return","p3","r7","4"
"640","104","Music",7,"MusicFirst","stay","p3","r7","4"
"641","104","Music",4,"MusicFirst","return","p3","r8","5"
"642","104","Music",6,"MusicFirst","stay","p3","r8","5"
"643","104","Music",5,"MusicFirst","return","p4","r6","2"
"644","104","Music",6,"MusicFirst","stay","p4","r6","2"
"645","104","Music",1,"MusicFirst","return","p4","r7","3"
"646","104","Music",3,"MusicFirst","stay","p4","r7","3"
"647","104","Music",2,"MusicFirst","return","p4","r8","4"
"648","104","Music",7,"MusicFirst","stay","p4","r8","4"
"649","105","Dual",6,"LangFirst","stay","p2","r6","4"
"650","105","Dual",7,"MusicFirst","return","p3","r6","3"
"651","105","Dual",7,"MusicFirst","stay","p4","r6","2"
"652","105","Dual",6,"LangFirst","stay","p2","r6","4"
"653","105","Dual",7,"MusicFirst","return","p3","r6","3"
"654","105","Dual",7,"MusicFirst","stay","p4","r6","2"
"655","105","Dual",5,"LangFirst","return","p2","r7","5"
"657","105","Dual",4,"LangFirst","return","p4","r7","3"
"658","105","Dual",6,"LangFirst","return","p2","r7","5"
"659","105","Dual",7,"MusicFirst","stay","p3","r7","4"
"660","105","Dual",6,"LangFirst","return","p4","r7","3"
"661","105","Dual",7,"LangFirst","stay","p2","r8","6"
"662","105","Dual",5,"LangFirst","return","p3","r8","5"
"663","105","Dual",7,"LangFirst","stay","p4","r8","4"
"664","105","Dual",5,"MusicFirst","stay","p2","r8","6"
"666","105","Dual",7,"LangFirst","stay","p4","r8","4"
"667","105","Dual",3,"MusicFirst","return","p2","r6","4"
"668","105","Dual",6,"MusicFirst","stay","p3","r6","3"
"669","105","Dual",6,"MusicFirst","return","p4","r6","2"
"670","105","Dual",7,"LangFirst","return","p2","r6","4"
"671","105","Dual",7,"MusicFirst","stay","p3","r6","3"
"672","105","Dual",6,"LangFirst","return","p4","r6","2"
"673","105","Dual",7,"MusicFirst","stay","p2","r7","5"
"674","105","Dual",6,"MusicFirst","return","p3","r7","4"
"675","105","Dual",3,"MusicFirst","stay","p4","r7","3"
"676","105","Dual",7,"MusicFirst","stay","p2","r7","5"
"677","105","Dual",5,"LangFirst","return","p3","r7","4"
"678","105","Dual",3,"MusicFirst","stay","p4","r7","3"
"679","105","Dual",5,"MusicFirst","return","p2","r8","6"
"681","105","Dual",6,"LangFirst","return","p4","r8","4"
"682","105","Dual",7,"LangFirst","return","p2","r8","6"
"683","105","Dual",4,"MusicFirst","stay","p3","r8","5"
"684","105","Dual",2,"MusicFirst","return","p4","r8","4"
"685","105","Dual",4,"MusicFirst","return","p2","r6","4"
"686","105","Dual",7,"LangFirst","stay","p3","r6","3"
"687","105","Dual",6,"LangFirst","return","p4","r6","2"
"688","105","Dual",6,"MusicFirst","return","p2","r6","4"
"689","105","Dual",6,"LangFirst","stay","p3","r6","3"
"690","105","Dual",6,"MusicFirst","return","p4","r6","2"
"691","105","Dual",6,"MusicFirst","stay","p2","r7","5"
