"","subj","TaskType","Music_resp","whichfirst","ReturnStay","PivotPlace","ReturnPlace","PivRetDist"
"1898","110","Music",3,"MusicFirst","stay","p3","r6","3"
"1899","110","Music",7,"MusicFirst","return","p3","r7","4"
"1900","110","Music",7,"MusicFirst","stay","p3","r7","4"
"1901","110","Music",5,"MusicFirst","return","p3","r8","5"
"1902","110","Music",2,"MusicFirst","stay","p3","r8","5"
"1903","110","Music",3,"MusicFirst","return","p4","r6","2"
"1904","110","Music",6,"MusicFirst","stay","p4","r6","2"
"1905","110","Music",2,"MusicFirst","return","p4","r7","3"
"1906","110","Music",2,"MusicFirst","stay","p4","r7","3"
"1907","110","Music",2,"MusicFirst","return","p4","r8","4"
"1908","110","Music",7,"MusicFirst","stay","p4","r8","4"
"1909","110","Music",6,"MusicFirst","return","p2","r6","4"
"1910","110","Music",6,"MusicFirst","stay","p2","r6","4"
"1911","110","Music",1,"MusicFirst","return","p2","r7","5"
"1912","110","Music",3,"MusicFirst","stay","p2","r7","5"
"1913","110","Music",4,"MusicFirst","return","p2","r8","6"
"1914","110","Music",3,"MusicFirst","stay","p2","r8","6"
"1915","110","Music",6,"MusicFirst","return","p3","r6","3"
"1916","110","Music",2,"MusicFirst","stay","p3","r6","3"
"1917","110","Music",2,"MusicFirst","return","p3","r7","4"
"1918","110","Music",6,"MusicFirst","stay","p3","r7","4"
"1919","110","Music",1,"MusicFirst","return","p3","r8","5"
"1920","110","Music",5,"MusicFirst","stay","p3","r8","5"
"1921","110","Music",6,"MusicFirst","return","p4","r6","2"
"1922","110","Music",7,"MusicFirst","stay","p4","r6","2"
"1923","110","Music",1,"MusicFirst","return","p4","r7","3"
"1924","110","Music",4,"MusicFirst","stay","p4","r7","3"
"1925","110","Music",2,"MusicFirst","return","p4","r8","4"
"1926","110","Music",6,"MusicFirst","stay","p4","r8","4"
"1927","110","Music",4,"MusicFirst","return","p2","r6","4"
"1928","110","Music",6,"MusicFirst","stay","p2","r6","4"
"1929","110","Music",3,"MusicFirst","return","p2","r7","5"
"1930","110","Music",4,"MusicFirst","stay","p2","r7","5"
"1931","110","Music",1,"MusicFirst","return","p2","r8","6"
"1932","110","Music",3,"MusicFirst","stay","p2","r8","6"
"1933","110","Music",6,"MusicFirst","return","p3","r6","3"
"1934","110","Music",5,"MusicFirst","stay","p3","r6","3"
"1935","110","Music",1,"MusicFirst","return","p3","r7","4"
"1936","110","Music",6,"MusicFirst","stay","p3","r7","4"
"1937","110","Music",1,"MusicFirst","return","p3","r8","5"
"1938","110","Music",7,"MusicFirst","stay","p3","r8","5"
"1939","110","Music",2,"MusicFirst","return","p4","r6","2"
"1940","110","Music",2,"MusicFirst","stay","p4","r6","2"
"1941","110","Music",2,"MusicFirst","return","p4","r7","3"
"1942","110","Music",3,"MusicFirst","stay","p4","r7","3"
"1943","110","Music",2,"MusicFirst","return","p4","r8","4"
"1944","110","Music",5,"MusicFirst","stay","p4","r8","4"
"1945","111","Dual",5,"LangFirst","stay","p2","r6","4"
"1946","111","Dual",6,"MusicFirst","return","p3","r6","3"
"1947","111","Dual",6,"MusicFirst","stay","p4","r6","2"
"1948","111","Dual",6,"LangFirst","stay","p2","r6","4"
"1949","111","Dual",6,"MusicFirst","return","p3","r6","3"
"1950","111","Dual",2,"MusicFirst","stay","p4","r6","2"
"1951","111","Dual",5,"LangFirst","return","p2","r7","5"
"1952","111","Dual",3,"LangFirst","stay","p3","r7","4"
"1953","111","Dual",2,"LangFirst","return","p4","r7","3"
"1954","111","Dual",6,"LangFirst","return","p2","r7","5"
"1955","111","Dual",6,"MusicFirst","stay","p3","r7","4"
"1956","111","Dual",3,"LangFirst","return","p4","r7","3"
"1958","111","Dual",4,"LangFirst","return","p3","r8","5"
"1959","111","Dual",6,"LangFirst","stay","p4","r8","4"
"1960","111","Dual",2,"MusicFirst","stay","p2","r8","6"
"1961","111","Dual",2,"LangFirst","return","p3","r8","5"
"1962","111","Dual",4,"LangFirst","stay","p4","r8","4"
"1963","111","Dual",6,"MusicFirst","return","p2","r6","4"
"1964","111","Dual",4,"MusicFirst","stay","p3","r6","3"
"1965","111","Dual",4,"MusicFirst","return","p4","r6","2"
"1966","111","Dual",5,"LangFirst","return","p2","r6","4"
"1967","111","Dual",5,"MusicFirst","stay","p3","r6","3"
"1968","111","Dual",6,"LangFirst","return","p4","r6","2"
"1969","111","Dual",6,"MusicFirst","stay","p2","r7","5"
"1970","111","Dual",5,"MusicFirst","return","p3","r7","4"
"1971","111","Dual",2,"MusicFirst","stay","p4","r7","3"
"1972","111","Dual",7,"MusicFirst","stay","p2","r7","5"
"1973","111","Dual",4,"LangFirst","return","p3","r7","4"
"1974","111","Dual",1,"MusicFirst","stay","p4","r7","3"
"1975","111","Dual",2,"MusicFirst","return","p2","r8","6"
"1976","111","Dual",3,"LangFirst","stay","p3","r8","5"
"1977","111","Dual",6,"LangFirst","return","p4","r8","4"
"1978","111","Dual",3,"LangFirst","return","p2","r8","6"
"1979","111","Dual",3,"MusicFirst","stay","p3","r8","5"
"1980","111","Dual",4,"MusicFirst","return","p4","r8","4"
"1981","111","Dual",1,"MusicFirst","return","p2","r6","4"
"1982","111","Dual",5,"LangFirst","stay","p3","r6","3"
"1983","111","Dual",5,"LangFirst","return","p4","r6","2"
"1984","111","Dual",2,"MusicFirst","return","p2","r6","4"
"1985","111","Dual",5,"LangFirst","stay","p3","r6","3"
"1986","111","Dual",4,"MusicFirst","return","p4","r6","2"
"1987","111","Dual",5,"MusicFirst","stay","p2","r7","5"
"1988","111","Dual",6,"LangFirst","return","p3","r7","4"
"1989","111","Dual",1,"MusicFirst","stay","p4","r7","3"
"1990","111","Dual",4,"MusicFirst","stay","p2","r7","5"
"1991","111","Dual",6,"LangFirst","return","p3","r7","4"
"1992","111","Dual",3,"LangFirst","stay","p4","r7","3"
"1993","111","Dual",2,"LangFirst","return","p2","r8","6"
"1994","111","Dual",3,"MusicFirst","stay","p3","r8","5"
"1995","111","Dual",3,"MusicFirst","return","p4","r8","4"
"1996","111","Dual",1,"LangFirst","return","p2","r8","6"
"1997","111","Dual",2,"MusicFirst","stay","p3","r8","5"
"1998","111","Dual",3,"LangFirst","return","p4","r8","4"
"1999","111","Dual",2,"LangFirst","stay","p2","r6","4"
"2000","111","Dual",6,"LangFirst","return","p3","r6","3"
"2001","111","Dual",4,"LangFirst","stay","p4","r6","2"
"2002","111","Dual",6,"LangFirst","stay","p2","r6","4"
"2003","111","Dual",7,"MusicFirst","return","p3","r6","3"
"2004","111","Dual",6,"MusicFirst","stay","p4","r6","2"
"2005","111","Dual",4,"LangFirst","return","p2","r7","5"
"2006","111","Dual",7,"MusicFirst","stay","p3","r7","4"
"2007","111","Dual",4,"MusicFirst","return","p4","r7","3"
"2008","111","Dual",3,"LangFirst","return","p2","r7","5"
"2009","111","Dual",5,"MusicFirst","stay","p3","r7","4"
"2010","111","Dual",4,"MusicFirst","return","p4","r7","3"
"2011","111","Dual",4,"LangFirst","stay","p2","r8","6"
"2012","111","Dual",5,"MusicFirst","return","p3","r8","5"
"2013","111","Dual",4,"LangFirst","stay","p4","r8","4"
"2014","111","Dual",6,"MusicFirst","stay","p2","r8","6"
"2015","111","Dual",3,"MusicFirst","return","p3","r8","5"
"2016","111","Dual",6,"LangFirst","stay","p4","r8","4"
"2089","111","Music",5,"MusicFirst","return","p2","r6","4"
"2090","111","Music",6,"MusicFirst","stay","p2","r6","4"
"2091","111","Music",3,"MusicFirst","return","p2","r7","5"
"2092","111","Music",4,"MusicFirst","stay","p2","r7","5"
"2093","111","Music",4,"MusicFirst","return","p2","r8","6"
"2094","111","Music",2,"MusicFirst","stay","p2","r8","6"
"2095","111","Music",5,"MusicFirst","return","p3","r6","3"
"2096","111","Music",3,"MusicFirst","stay","p3","r6","3"
"2097","111","Music",2,"MusicFirst","return","p3","r7","4"
"2098","111","Music",7,"MusicFirst","stay","p3","r7","4"
"2099","111","Music",2,"MusicFirst","return","p3","r8","5"
"2100","111","Music",7,"MusicFirst","stay","p3","r8","5"
"2101","111","Music",2,"MusicFirst","return","p4","r6","2"
"2102","111","Music",5,"MusicFirst","stay","p4","r6","2"
"2103","111","Music",2,"MusicFirst","return","p4","r7","3"
"2104","111","Music",1,"MusicFirst","stay","p4","r7","3"
"2105","111","Music",3,"MusicFirst","return","p4","r8","4"
"2106","111","Music",6,"MusicFirst","stay","p4","r8","4"
"2107","111","Music",5,"MusicFirst","return","p2","r6","4"
"2108","111","Music",4,"MusicFirst","stay","p2","r6","4"
"2109","111","Music",4,"MusicFirst","return","p2","r7","5"
"2110","111","Music",2,"MusicFirst","stay","p2","r7","5"
"2111","111","Music",5,"MusicFirst","return","p2","r8","6"
"2112","111","Music",2,"MusicFirst","stay","p2","r8","6"
"2113","111","Music",4,"MusicFirst","return","p3","r6","3"
"2114","111","Music",3,"MusicFirst","stay","p3","r6","3"
"2115","111","Music",4,"MusicFirst","return","p3","r7","4"
"2116","111","Music",4,"MusicFirst","stay","p3","r7","4"
"2117","111","Music",2,"MusicFirst","return","p3","r8","5"
"2118","111","Music",5,"MusicFirst","stay","p3","r8","5"
"2120","111","Music",5,"MusicFirst","stay","p4","r6","2"
"2121","111","Music",3,"MusicFirst","return","p4","r7","3"
"2122","111","Music",1,"MusicFirst","stay","p4","r7","3"
"2123","111","Music",3,"MusicFirst","return","p4","r8","4"
"2124","111","Music",5,"MusicFirst","stay","p4","r8","4"
"2125","111","Music",3,"MusicFirst","return","p2","r6","4"
"2126","111","Music",2,"MusicFirst","stay","p2","r6","4"
"2127","111","Music",1,"MusicFirst","return","p2","r7","5"
"2128","111","Music",2,"MusicFirst","stay","p2","r7","5"
"2129","111","Music",2,"MusicFirst","return","p2","r8","6"
"2130","111","Music",3,"MusicFirst","stay","p2","r8","6"
"2131","111","Music",6,"MusicFirst","return","p3","r6","3"
"2132","111","Music",4,"MusicFirst","stay","p3","r6","3"
"2133","111","Music",5,"MusicFirst","return","p3","r7","4"
"2134","111","Music",5,"MusicFirst","stay","p3","r7","4"
"2135","111","Music",1,"MusicFirst","return","p3","r8","5"
"2137","111","Music",1,"MusicFirst","return","p4","r6","2"
"2138","111","Music",5,"MusicFirst","stay","p4","r6","2"
"2139","111","Music",4,"MusicFirst","return","p4","r7","3"
"2140","111","Music",3,"MusicFirst","stay","p4","r7","3"
"2141","111","Music",3,"MusicFirst","return","p4","r8","4"
"2142","111","Music",6,"MusicFirst","stay","p4","r8","4"
"2143","111","Music",4,"MusicFirst","return","p2","r6","4"
"2144","111","Music",5,"MusicFirst","stay","p2","r6","4"
"2145","111","Music",2,"MusicFirst","return","p2","r7","5"
"2146","111","Music",4,"MusicFirst","stay","p2","r7","5"
"2147","111","Music",3,"MusicFirst","return","p2","r8","6"
"2148","111","Music",5,"MusicFirst","stay","p2","r8","6"
"2149","111","Music",2,"MusicFirst","return","p3","r6","3"
"2150","111","Music",6,"MusicFirst","stay","p3","r6","3"
"2151","111","Music",1,"MusicFirst","return","p3","r7","4"
"2153","111","Music",4,"MusicFirst","return","p3","r8","5"
"2154","111","Music",3,"MusicFirst","stay","p3","r8","5"
"2155","111","Music",5,"MusicFirst","return","p4","r6","2"
"2156","111","Music",3,"MusicFirst","stay","p4","r6","2"
"2157","111","Music",3,"MusicFirst","return","p4","r7","3"
"2158","111","Music",4,"MusicFirst","stay","p4","r7","3"
"2159","111","Music",2,"MusicFirst","return","p4","r8","4"
"2160","111","Music",4,"MusicFirst","stay","p4","r8","4"
"2162","112","Dual",4,"MusicFirst","return","p3","r6","3"
"2163","112","Dual",4,"MusicFirst","stay","p4","r6","2"
"2164","112","Dual",4,"LangFirst","stay","p2","r6","4"
"2165","112","Dual",4,"MusicFirst","return","p3","r6","3"
"2166","112","Dual",4,"MusicFirst","stay","p4","r6","2"
"2167","112","Dual",3,"LangFirst","return","p2","r7","5"
"2169","112","Dual",6,"LangFirst","return","p4","r7","3"
"2170","112","Dual",4,"LangFirst","return","p2","r7","5"
"2171","112","Dual",5,"MusicFirst","stay","p3","r7","4"
"2173","112","Dual",7,"LangFirst","stay","p2","r8","6"
"2176","112","Dual",7,"MusicFirst","stay","p2","r8","6"
"2177","112","Dual",6,"LangFirst","return","p3","r8","5"
"2178","112","Dual",6,"LangFirst","stay","p4","r8","4"
"2179","112","Dual",4,"MusicFirst","return","p2","r6","4"
"2180","112","Dual",4,"MusicFirst","stay","p3","r6","3"
"2181","112","Dual",5,"MusicFirst","return","p4","r6","2"
"2182","112","Dual",5,"LangFirst","return","p2","r6","4"
"2183","112","Dual",3,"MusicFirst","stay","p3","r6","3"
"2184","112","Dual",7,"LangFirst","return","p4","r6","2"
"2185","112","Dual",5,"MusicFirst","stay","p2","r7","5"
"2186","112","Dual",4,"MusicFirst","return","p3","r7","4"
"2187","112","Dual",3,"MusicFirst","stay","p4","r7","3"
"2188","112","Dual",4,"MusicFirst","stay","p2","r7","5"
"2189","112","Dual",4,"LangFirst","return","p3","r7","4"
"2190","112","Dual",6,"MusicFirst","stay","p4","r7","3"
"2191","112","Dual",3,"MusicFirst","return","p2","r8","6"
"2192","112","Dual",2,"LangFirst","stay","p3","r8","5"
"2196","112","Dual",3,"MusicFirst","return","p4","r8","4"
"2197","112","Dual",4,"MusicFirst","return","p2","r6","4"
"2198","112","Dual",4,"LangFirst","stay","p3","r6","3"
"2200","112","Dual",3,"MusicFirst","return","p2","r6","4"
"2202","112","Dual",4,"MusicFirst","return","p4","r6","2"
"2203","112","Dual",4,"MusicFirst","stay","p2","r7","5"
"2204","112","Dual",3,"LangFirst","return","p3","r7","4"
"2205","112","Dual",4,"MusicFirst","stay","p4","r7","3"
"2206","112","Dual",4,"MusicFirst","stay","p2","r7","5"
"2207","112","Dual",6,"LangFirst","return","p3","r7","4"
"2208","112","Dual",3,"LangFirst","stay","p4","r7","3"
"2209","112","Dual",3,"LangFirst","return","p2","r8","6"
"2210","112","Dual",6,"MusicFirst","stay","p3","r8","5"
"2211","112","Dual",3,"MusicFirst","return","p4","r8","4"
"2212","112","Dual",6,"LangFirst","return","p2","r8","6"
"2213","112","Dual",4,"MusicFirst","stay","p3","r8","5"
"2217","112","Dual",5,"LangFirst","stay","p4","r6","2"
"2218","112","Dual",5,"LangFirst","stay","p2","r6","4"
"2219","112","Dual",6,"MusicFirst","return","p3","r6","3"
"2220","112","Dual",4,"MusicFirst","stay","p4","r6","2"
"2222","112","Dual",5,"MusicFirst","stay","p3","r7","4"
"2223","112","Dual",6,"MusicFirst","return","p4","r7","3"
"2225","112","Dual",1,"MusicFirst","stay","p3","r7","4"
"2226","112","Dual",4,"MusicFirst","return","p4","r7","3"
"2228","112","Dual",5,"MusicFirst","return","p3","r8","5"
"2229","112","Dual",5,"LangFirst","stay","p4","r8","4"
"2230","112","Dual",4,"MusicFirst","stay","p2","r8","6"
"2231","112","Dual",6,"MusicFirst","return","p3","r8","5"
"2305","112","Music",3,"MusicFirst","return","p2","r6","4"
"2306","112","Music",5,"MusicFirst","stay","p2","r6","4"
"2307","112","Music",4,"MusicFirst","return","p2","r7","5"
"2308","112","Music",2,"MusicFirst","stay","p2","r7","5"
"2309","112","Music",5,"MusicFirst","return","p2","r8","6"
"2310","112","Music",4,"MusicFirst","stay","p2","r8","6"
"2311","112","Music",4,"MusicFirst","return","p3","r6","3"
"2312","112","Music",5,"MusicFirst","stay","p3","r6","3"
"2313","112","Music",2,"MusicFirst","return","p3","r7","4"
"2314","112","Music",3,"MusicFirst","stay","p3","r7","4"
"2315","112","Music",3,"MusicFirst","return","p3","r8","5"
"2316","112","Music",3,"MusicFirst","stay","p3","r8","5"
"2317","112","Music",3,"MusicFirst","return","p4","r6","2"
"2318","112","Music",4,"MusicFirst","stay","p4","r6","2"
"2319","112","Music",2,"MusicFirst","return","p4","r7","3"
"2320","112","Music",2,"MusicFirst","stay","p4","r7","3"
"2321","112","Music",5,"MusicFirst","return","p4","r8","4"
"2322","112","Music",4,"MusicFirst","stay","p4","r8","4"
"2323","112","Music",5,"MusicFirst","return","p2","r6","4"
"2325","112","Music",3,"MusicFirst","return","p2","r7","5"
"2326","112","Music",5,"MusicFirst","stay","p2","r7","5"
"2327","112","Music",5,"MusicFirst","return","p2","r8","6"
"2328","112","Music",3,"MusicFirst","stay","p2","r8","6"
"2329","112","Music",4,"MusicFirst","return","p3","r6","3"
"2330","112","Music",4,"MusicFirst","stay","p3","r6","3"
"2331","112","Music",2,"MusicFirst","return","p3","r7","4"
"2332","112","Music",2,"MusicFirst","stay","p3","r7","4"
"2333","112","Music",4,"MusicFirst","return","p3","r8","5"
"2334","112","Music",7,"MusicFirst","stay","p3","r8","5"
"2335","112","Music",4,"MusicFirst","return","p4","r6","2"
"2336","112","Music",7,"MusicFirst","stay","p4","r6","2"
"2337","112","Music",3,"MusicFirst","return","p4","r7","3"
"2338","112","Music",7,"MusicFirst","stay","p4","r7","3"
"2339","112","Music",6,"MusicFirst","return","p4","r8","4"
"2340","112","Music",4,"MusicFirst","stay","p4","r8","4"
"2341","112","Music",6,"MusicFirst","return","p2","r6","4"
"2342","112","Music",6,"MusicFirst","stay","p2","r6","4"
"2343","112","Music",5,"MusicFirst","return","p2","r7","5"
"2344","112","Music",5,"MusicFirst","stay","p2","r7","5"
"2345","112","Music",5,"MusicFirst","return","p2","r8","6"
"2346","112","Music",3,"MusicFirst","stay","p2","r8","6"
"2347","112","Music",6,"MusicFirst","return","p3","r6","3"
"2348","112","Music",6,"MusicFirst","stay","p3","r6","3"
"2349","112","Music",4,"MusicFirst","return","p3","r7","4"
"2350","112","Music",6,"MusicFirst","stay","p3","r7","4"
"2351","112","Music",6,"MusicFirst","return","p3","r8","5"
"2352","112","Music",6,"MusicFirst","stay","p3","r8","5"
"2355","112","Music",6,"MusicFirst","return","p4","r7","3"
"2356","112","Music",5,"MusicFirst","stay","p4","r7","3"
"2357","112","Music",4,"MusicFirst","return","p4","r8","4"
"2358","112","Music",2,"MusicFirst","stay","p4","r8","4"
"2359","112","Music",5,"MusicFirst","return","p2","r6","4"
"2360","112","Music",3,"MusicFirst","stay","p2","r6","4"
"2361","112","Music",2,"MusicFirst","return","p2","r7","5"
"2362","112","Music",4,"MusicFirst","stay","p2","r7","5"
"2363","112","Music",5,"MusicFirst","return","p2","r8","6"
"2366","112","Music",2,"MusicFirst","stay","p3","r6","3"
"2367","112","Music",3,"MusicFirst","return","p3","r7","4"
"2368","112","Music",5,"MusicFirst","stay","p3","r7","4"
"2369","112","Music",5,"MusicFirst","return","p3","r8","5"
"2371","112","Music",3,"MusicFirst","return","p4","r6","2"
"2372","112","Music",5,"MusicFirst","stay","p4","r6","2"
"2373","112","Music",5,"MusicFirst","return","p4","r7","3"
"2374","112","Music",4,"MusicFirst","stay","p4","r7","3"
"2375","112","Music",5,"MusicFirst","return","p4","r8","4"
"2376","112","Music",3,"MusicFirst","stay","p4","r8","4"
"2377","113","Dual",1,"LangFirst","stay","p2","r6","4"
"2378","113","Dual",1,"MusicFirst","return","p3","r6","3"
"2379","113","Dual",4,"MusicFirst","stay","p4","r6","2"
"2380","113","Dual",4,"LangFirst","stay","p2","r6","4"
"2381","113","Dual",4,"MusicFirst","return","p3","r6","3"
"2382","113","Dual",1,"MusicFirst","stay","p4","r6","2"
"2383","113","Dual",1,"LangFirst","return","p2","r7","5"
"2384","113","Dual",1,"LangFirst","stay","p3","r7","4"
"2385","113","Dual",1,"LangFirst","return","p4","r7","3"
"2386","113","Dual",1,"LangFirst","return","p2","r7","5"
"2387","113","Dual",1,"MusicFirst","stay","p3","r7","4"
"2388","113","Dual",4,"LangFirst","return","p4","r7","3"
"2389","113","Dual",1,"LangFirst","stay","p2","r8","6"
"2390","113","Dual",1,"LangFirst","return","p3","r8","5"
"2391","113","Dual",4,"LangFirst","stay","p4","r8","4"
"2392","113","Dual",7,"MusicFirst","stay","p2","r8","6"
"2393","113","Dual",1,"LangFirst","return","p3","r8","5"
"2394","113","Dual",7,"LangFirst","stay","p4","r8","4"
"2395","113","Dual",4,"MusicFirst","return","p2","r6","4"
"2396","113","Dual",4,"MusicFirst","stay","p3","r6","3"
"2397","113","Dual",4,"MusicFirst","return","p4","r6","2"
"2398","113","Dual",4,"LangFirst","return","p2","r6","4"
"2399","113","Dual",7,"MusicFirst","stay","p3","r6","3"
"2401","113","Dual",4,"MusicFirst","stay","p2","r7","5"
"2402","113","Dual",4,"MusicFirst","return","p3","r7","4"
"2403","113","Dual",7,"MusicFirst","stay","p4","r7","3"
"2404","113","Dual",4,"MusicFirst","stay","p2","r7","5"
"2406","113","Dual",1,"MusicFirst","stay","p4","r7","3"
"2407","113","Dual",1,"MusicFirst","return","p2","r8","6"
"2408","113","Dual",4,"LangFirst","stay","p3","r8","5"
"2409","113","Dual",1,"LangFirst","return","p4","r8","4"
"2410","113","Dual",1,"LangFirst","return","p2","r8","6"
"2411","113","Dual",7,"MusicFirst","stay","p3","r8","5"
"2412","113","Dual",1,"MusicFirst","return","p4","r8","4"
"2413","113","Dual",1,"MusicFirst","return","p2","r6","4"
"2414","113","Dual",7,"LangFirst","stay","p3","r6","3"
"2415","113","Dual",4,"LangFirst","return","p4","r6","2"
"2416","113","Dual",7,"MusicFirst","return","p2","r6","4"
"2417","113","Dual",1,"LangFirst","stay","p3","r6","3"
"2418","113","Dual",1,"MusicFirst","return","p4","r6","2"
"2419","113","Dual",7,"MusicFirst","stay","p2","r7","5"
"2420","113","Dual",4,"LangFirst","return","p3","r7","4"
"2421","113","Dual",4,"MusicFirst","stay","p4","r7","3"
"2422","113","Dual",7,"MusicFirst","stay","p2","r7","5"
"2423","113","Dual",7,"LangFirst","return","p3","r7","4"
"2424","113","Dual",4,"LangFirst","stay","p4","r7","3"
"2425","113","Dual",7,"LangFirst","return","p2","r8","6"
"2426","113","Dual",1,"MusicFirst","stay","p3","r8","5"
"2427","113","Dual",4,"MusicFirst","return","p4","r8","4"
"2428","113","Dual",7,"LangFirst","return","p2","r8","6"
"2429","113","Dual",1,"MusicFirst","stay","p3","r8","5"
"2431","113","Dual",7,"LangFirst","stay","p2","r6","4"
"2432","113","Dual",1,"LangFirst","return","p3","r6","3"
"2433","113","Dual",7,"LangFirst","stay","p4","r6","2"
"2434","113","Dual",1,"LangFirst","stay","p2","r6","4"
"2435","113","Dual",4,"MusicFirst","return","p3","r6","3"
"2436","113","Dual",7,"MusicFirst","stay","p4","r6","2"
"2437","113","Dual",7,"LangFirst","return","p2","r7","5"
"2438","113","Dual",1,"MusicFirst","stay","p3","r7","4"
"2439","113","Dual",4,"MusicFirst","return","p4","r7","3"
"2440","113","Dual",7,"LangFirst","return","p2","r7","5"
"2441","113","Dual",4,"MusicFirst","stay","p3","r7","4"
"2442","113","Dual",4,"MusicFirst","return","p4","r7","3"
"2443","113","Dual",1,"LangFirst","stay","p2","r8","6"
"2444","113","Dual",1,"MusicFirst","return","p3","r8","5"
"2445","113","Dual",4,"LangFirst","stay","p4","r8","4"
"2446","113","Dual",1,"MusicFirst","stay","p2","r8","6"
"2447","113","Dual",7,"MusicFirst","return","p3","r8","5"
"2521","113","Music",7,"MusicFirst","return","p2","r6","4"
"2522","113","Music",7,"MusicFirst","stay","p2","r6","4"
"2523","113","Music",4,"MusicFirst","return","p2","r7","5"
"2524","113","Music",4,"MusicFirst","stay","p2","r7","5"
"2525","113","Music",1,"MusicFirst","return","p2","r8","6"
"2526","113","Music",4,"MusicFirst","stay","p2","r8","6"
"2527","113","Music",7,"MusicFirst","return","p3","r6","3"
"2528","113","Music",7,"MusicFirst","stay","p3","r6","3"
"2529","113","Music",4,"MusicFirst","return","p3","r7","4"
"2530","113","Music",7,"MusicFirst","stay","p3","r7","4"
"2531","113","Music",7,"MusicFirst","return","p3","r8","5"
"2532","113","Music",1,"MusicFirst","stay","p3","r8","5"
"2533","113","Music",4,"MusicFirst","return","p4","r6","2"
"2534","113","Music",4,"MusicFirst","stay","p4","r6","2"
"2535","113","Music",4,"MusicFirst","return","p4","r7","3"
"2536","113","Music",7,"MusicFirst","stay","p4","r7","3"
"2537","113","Music",7,"MusicFirst","return","p4","r8","4"
"2538","113","Music",1,"MusicFirst","stay","p4","r8","4"
"2539","113","Music",7,"MusicFirst","return","p2","r6","4"
"2540","113","Music",7,"MusicFirst","stay","p2","r6","4"
"2541","113","Music",1,"MusicFirst","return","p2","r7","5"
"2542","113","Music",7,"MusicFirst","stay","p2","r7","5"
"2543","113","Music",1,"MusicFirst","return","p2","r8","6"
"2544","113","Music",7,"MusicFirst","stay","p2","r8","6"
"2545","113","Music",4,"MusicFirst","return","p3","r6","3"
"2546","113","Music",7,"MusicFirst","stay","p3","r6","3"
"2547","113","Music",7,"MusicFirst","return","p3","r7","4"
"2549","113","Music",1,"MusicFirst","return","p3","r8","5"
"2550","113","Music",1,"MusicFirst","stay","p3","r8","5"
"2551","113","Music",4,"MusicFirst","return","p4","r6","2"
"2552","113","Music",4,"MusicFirst","stay","p4","r6","2"
"2553","113","Music",1,"MusicFirst","return","p4","r7","3"
"2554","113","Music",7,"MusicFirst","stay","p4","r7","3"
"2555","113","Music",1,"MusicFirst","return","p4","r8","4"
"2556","113","Music",7,"MusicFirst","stay","p4","r8","4"
"2557","113","Music",7,"MusicFirst","return","p2","r6","4"
"2558","113","Music",7,"MusicFirst","stay","p2","r6","4"
"2559","113","Music",4,"MusicFirst","return","p2","r7","5"
"2560","113","Music",7,"MusicFirst","stay","p2","r7","5"
"2561","113","Music",1,"MusicFirst","return","p2","r8","6"
"2562","113","Music",1,"MusicFirst","stay","p2","r8","6"
"2563","113","Music",7,"MusicFirst","return","p3","r6","3"
"2565","113","Music",4,"MusicFirst","return","p3","r7","4"
"2566","113","Music",7,"MusicFirst","stay","p3","r7","4"
"2567","113","Music",4,"MusicFirst","return","p3","r8","5"
"2568","113","Music",1,"MusicFirst","stay","p3","r8","5"
"2569","113","Music",7,"MusicFirst","return","p4","r6","2"
"2570","113","Music",4,"MusicFirst","stay","p4","r6","2"
"2571","113","Music",1,"MusicFirst","return","p4","r7","3"
"2572","113","Music",7,"MusicFirst","stay","p4","r7","3"
"2573","113","Music",4,"MusicFirst","return","p4","r8","4"
"2574","113","Music",7,"MusicFirst","stay","p4","r8","4"
"2575","113","Music",1,"MusicFirst","return","p2","r6","4"
"2576","113","Music",7,"MusicFirst","stay","p2","r6","4"
"2577","113","Music",4,"MusicFirst","return","p2","r7","5"
"2578","113","Music",7,"MusicFirst","stay","p2","r7","5"
"2579","113","Music",1,"MusicFirst","return","p2","r8","6"
"2580","113","Music",1,"MusicFirst","stay","p2","r8","6"
"2581","113","Music",4,"MusicFirst","return","p3","r6","3"
"2582","113","Music",7,"MusicFirst","stay","p3","r6","3"
"2583","113","Music",7,"MusicFirst","return","p3","r7","4"
"2584","113","Music",7,"MusicFirst","stay","p3","r7","4"
"2585","113","Music",7,"MusicFirst","return","p3","r8","5"
"2586","113","Music",1,"MusicFirst","stay","p3","r8","5"
"2587","113","Music",7,"MusicFirst","return","p4","r6","2"
"2588","113","Music",1,"MusicFirst","stay","p4","r6","2"
"2589","113","Music",4,"MusicFirst","return","p4","r7","3"
"2590","113","Music",4,"MusicFirst","stay","p4","r7","3"
"2591","113","Music",1,"MusicFirst","return","p4","r8","4"
"2592","113","Music",7,"MusicFirst","stay","p4","r8","4"
"2595","114","Dual",4,"MusicFirst","stay","p4","r6","2"
"2596","114","Dual",1,"LangFirst","stay","p2","r6","4"
"2597","114","Dual",7,"MusicFirst","return","p3","r6","3"
"2598","114","Dual",1,"MusicFirst","stay","p4","r6","2"
"2599","114","Dual",4,"LangFirst","return","p2","r7","5"
"2600","114","Dual",1,"LangFirst","stay","p3","r7","4"
"2602","114","Dual",4,"LangFirst","return","p2","r7","5"
