,subj,TaskType,SentStruct,Lang_ACC,whichfirst,SStype,QLang1_firstsubj,QLang2_firstsubj,QLang
1,102,Dual,ORC,0,LangFirst,high,yes,no,QLang2
2,102,Dual,ORC,1,MusicFirst,high,no,yes,QLang2
3,102,Dual,ORC,0,MusicFirst,high,yes,no,QLang1
4,102,Dual,ORC,0,LangFirst,high,no,yes,QLang2
5,102,Dual,ORC,0,MusicFirst,high,no,yes,QLang2
6,102,Dual,ORC,1,MusicFirst,high,yes,no,QLang1
7,102,Dual,ORC,1,LangFirst,high,yes,no,QLang2
8,102,Dual,ORC,1,LangFirst,high,no,yes,QLang2
9,102,Dual,ORC,1,LangFirst,high,yes,no,QLang2
10,102,Dual,ORC,1,LangFirst,high,no,yes,QLang1
11,102,Dual,ORC,1,MusicFirst,high,yes,no,QLang1
12,102,Dual,ORC,1,LangFirst,high,yes,no,QLang2
13,102,Dual,ORC,0,LangFirst,high,yes,no,QLang2
14,102,Dual,ORC,1,LangFirst,high,no,yes,QLang2
15,102,Dual,ORC,1,LangFirst,high,yes,no,QLang1
16,102,Dual,ORC,0,MusicFirst,high,no,yes,QLang1
17,102,Dual,ORC,1,LangFirst,high,no,yes,QLang1
18,102,Dual,ORC,1,LangFirst,high,yes,no,QLang1
19,102,Dual,SE,1,MusicFirst,low,yes,no,QLang2
20,102,Dual,SE,1,MusicFirst,low,yes,no,QLang2
21,102,Dual,SE,1,MusicFirst,low,no,yes,QLang1
22,102,Dual,SE,1,LangFirst,low,yes,no,QLang1
23,102,Dual,SE,1,MusicFirst,low,no,no,QLang1
24,102,Dual,SE,1,LangFirst,low,yes,no,QLang1
25,102,Dual,SE,1,MusicFirst,low,yes,no,QLang1
26,102,Dual,SE,1,MusicFirst,low,yes,no,QLang2
27,102,Dual,SE,1,MusicFirst,low,yes,no,QLang2
28,102,Dual,SE,1,MusicFirst,low,no,yes,QLang1
29,102,Dual,SE,1,LangFirst,low,no,yes,QLang1
30,102,Dual,SE,0,MusicFirst,low,no,yes,QLang2
31,102,Dual,SE,0,MusicFirst,low,no,yes,QLang1
32,102,Dual,SE,1,LangFirst,low,yes,no,QLang1
33,102,Dual,SE,1,LangFirst,low,no,yes,QLang1
34,102,Dual,SE,1,LangFirst,low,no,yes,QLang2
35,102,Dual,SE,0,MusicFirst,low,no,yes,QLang2
36,102,Dual,SE,1,MusicFirst,low,yes,no,QLang1
37,102,Dual,SRC1,0,MusicFirst,low,no,yes,QLang1
38,102,Dual,SRC1,0,LangFirst,low,no,yes,QLang1
39,102,Dual,SRC1,1,LangFirst,low,no,yes,QLang1
40,102,Dual,SRC1,1,MusicFirst,low,yes,no,QLang1
41,102,Dual,SRC1,1,LangFirst,low,no,yes,QLang1
42,102,Dual,SRC1,0,MusicFirst,low,no,yes,QLang2
43,102,Dual,SRC1,1,MusicFirst,low,yes,no,QLang2
44,102,Dual,SRC1,1,LangFirst,low,no,yes,QLang2
45,102,Dual,SRC1,1,MusicFirst,low,yes,no,QLang2
46,102,Dual,SRC1,0,MusicFirst,low,no,yes,QLang2
47,102,Dual,SRC1,1,LangFirst,low,yes,no,QLang1
48,102,Dual,SRC1,1,LangFirst,low,yes,no,QLang1
49,102,Dual,SRC1,1,LangFirst,low,yes,no,QLang1
50,102,Dual,SRC1,0,MusicFirst,low,no,yes,QLang2
51,102,Dual,SRC1,1,MusicFirst,low,yes,no,QLang1
52,102,Dual,SRC1,1,LangFirst,low,yes,no,QLang2
53,102,Dual,SRC1,0,MusicFirst,low,no,yes,QLang2
54,102,Dual,SRC1,1,LangFirst,low,yes,no,QLang2
55,102,Dual,SRC2,1,LangFirst,high,yes,no,QLang2
56,102,Dual,SRC2,0,LangFirst,high,no,yes,QLang1
57,102,Dual,SRC2,1,LangFirst,high,no,yes,QLang2
58,102,Dual,SRC2,1,LangFirst,high,yes,no,QLang2
59,102,Dual,SRC2,1,MusicFirst,high,yes,no,QLang1
60,102,Dual,SRC2,0,MusicFirst,high,yes,no,QLang1
61,102,Dual,SRC2,1,LangFirst,high,yes,no,QLang2
62,102,Dual,SRC2,0,MusicFirst,high,yes,no,QLang2
63,102,Dual,SRC2,1,MusicFirst,high,yes,no,QLang1
64,102,Dual,SRC2,0,LangFirst,high,yes,no,QLang2
65,102,Dual,SRC2,0,MusicFirst,high,no,yes,QLang2
66,102,Dual,SRC2,0,MusicFirst,high,no,yes,QLang1
67,102,Dual,SRC2,0,LangFirst,high,no,yes,QLang2
68,102,Dual,SRC2,0,MusicFirst,high,no,yes,QLang1
69,102,Dual,SRC2,1,LangFirst,high,no,yes,QLang2
70,102,Dual,SRC2,0,MusicFirst,high,no,yes,QLang2
71,102,Dual,SRC2,0,MusicFirst,high,yes,no,QLang1
72,102,Dual,SRC2,1,LangFirst,high,yes,no,QLang1
73,102,Lang,ORC,1,LangFirst,high,no,yes,QLang2
74,102,Lang,ORC,0,LangFirst,high,no,yes,QLang2
75,102,Lang,ORC,1,LangFirst,high,yes,no,QLang1
76,102,Lang,ORC,1,LangFirst,high,no,no,QLang2
77,102,Lang,ORC,1,LangFirst,high,yes,no,QLang2
78,102,Lang,ORC,1,LangFirst,high,no,yes,QLang1
79,102,Lang,ORC,1,LangFirst,high,no,yes,QLang2
80,102,Lang,ORC,1,LangFirst,high,no,yes,QLang2
81,102,Lang,ORC,1,LangFirst,high,yes,no,QLang2
82,102,Lang,ORC,1,LangFirst,high,no,yes,QLang1
83,102,Lang,ORC,1,LangFirst,high,no,yes,QLang1
84,102,Lang,ORC,1,LangFirst,high,yes,no,QLang2
85,102,Lang,ORC,1,LangFirst,high,yes,no,QLang2
86,102,Lang,ORC,1,LangFirst,high,yes,no,QLang2
87,102,Lang,ORC,1,LangFirst,high,no,yes,QLang1
88,102,Lang,ORC,0,LangFirst,high,yes,no,QLang1
89,102,Lang,ORC,1,LangFirst,high,yes,no,QLang1
90,102,Lang,ORC,1,LangFirst,high,no,yes,QLang1
91,102,Lang,SE,1,LangFirst,low,yes,no,QLang2
92,102,Lang,SE,1,LangFirst,low,yes,no,QLang2
93,102,Lang,SE,1,LangFirst,low,yes,no,QLang1
94,102,Lang,SE,1,LangFirst,low,yes,no,QLang1
95,102,Lang,SE,1,LangFirst,low,no,yes,QLang1
96,102,Lang,SE,1,LangFirst,low,no,yes,QLang1
97,102,Lang,SE,1,LangFirst,low,no,yes,QLang1
98,102,Lang,SE,1,LangFirst,low,no,yes,QLang2
99,102,Lang,SE,1,LangFirst,low,yes,no,QLang2
100,102,Lang,SE,1,LangFirst,low,no,yes,QLang1
101,102,Lang,SE,1,LangFirst,low,yes,no,QLang1
102,102,Lang,SE,1,LangFirst,low,no,yes,QLang2
103,102,Lang,SE,1,LangFirst,low,yes,no,QLang1
104,102,Lang,SE,1,LangFirst,low,yes,no,QLang1
105,102,Lang,SE,1,LangFirst,low,no,yes,QLang1
106,102,Lang,SE,1,LangFirst,low,yes,no,QLang2
107,102,Lang,SE,1,LangFirst,low,no,yes,QLang2
108,102,Lang,SE,1,LangFirst,low,no,yes,QLang1
109,102,Lang,SRC1,1,LangFirst,low,yes,no,QLang1
110,102,Lang,SRC1,1,LangFirst,low,yes,no,QLang1
111,102,Lang,SRC1,1,LangFirst,low,yes,no,QLang1
112,102,Lang,SRC1,0,LangFirst,low,no,yes,QLang1
113,102,Lang,SRC1,0,LangFirst,low,no,yes,QLang1
114,102,Lang,SRC1,1,LangFirst,low,yes,no,QLang2
115,102,Lang,SRC1,1,LangFirst,low,no,yes,QLang2
116,102,Lang,SRC1,1,LangFirst,low,yes,no,QLang2
117,102,Lang,SRC1,1,LangFirst,low,yes,no,QLang2
118,102,Lang,SRC1,1,LangFirst,low,no,yes,QLang2
119,102,Lang,SRC1,1,LangFirst,low,no,yes,QLang1
120,102,Lang,SRC1,0,LangFirst,low,no,yes,QLang1
121,102,Lang,SRC1,1,LangFirst,low,no,yes,QLang1
122,102,Lang,SRC1,1,LangFirst,low,no,yes,QLang2
123,102,Lang,SRC1,1,LangFirst,low,no,yes,QLang1
124,102,Lang,SRC1,1,LangFirst,low,no,yes,QLang2
125,102,Lang,SRC1,1,LangFirst,low,no,yes,QLang2
126,102,Lang,SRC1,1,LangFirst,low,no,yes,QLang2
127,102,Lang,SRC2,1,LangFirst,high,yes,no,QLang2
128,102,Lang,SRC2,1,LangFirst,high,yes,no,QLang1
129,102,Lang,SRC2,1,LangFirst,high,yes,no,QLang2
130,102,Lang,SRC2,1,LangFirst,high,no,yes,QLang2
131,102,Lang,SRC2,1,LangFirst,high,yes,no,QLang1
132,102,Lang,SRC2,1,LangFirst,high,yes,no,QLang1
133,102,Lang,SRC2,1,LangFirst,high,yes,no,QLang2
134,102,Lang,SRC2,1,LangFirst,high,no,yes,QLang2
135,102,Lang,SRC2,1,LangFirst,high,no,yes,QLang1
136,102,Lang,SRC2,1,LangFirst,high,yes,no,QLang2
137,102,Lang,SRC2,1,LangFirst,high,yes,no,QLang2
138,102,Lang,SRC2,1,LangFirst,high,no,yes,QLang1
139,102,Lang,SRC2,1,LangFirst,high,yes,no,QLang2
140,102,Lang,SRC2,1,LangFirst,high,no,yes,QLang1
141,102,Lang,SRC2,1,LangFirst,high,no,yes,QLang2
142,102,Lang,SRC2,0,LangFirst,high,no,yes,QLang2
143,102,Lang,SRC2,0,LangFirst,high,no,yes,QLang1
144,102,Lang,SRC2,1,LangFirst,high,no,yes,QLang1
217,103,Dual,ORC,1,LangFirst,high,yes,no,QLang2
218,103,Dual,ORC,1,MusicFirst,high,no,yes,QLang2
219,103,Dual,ORC,1,MusicFirst,high,yes,no,QLang1
220,103,Dual,ORC,0,LangFirst,high,no,yes,QLang2
221,103,Dual,ORC,1,MusicFirst,high,no,yes,QLang2
222,103,Dual,ORC,1,MusicFirst,high,yes,no,QLang1
223,103,Dual,ORC,1,LangFirst,high,yes,no,QLang2
224,103,Dual,ORC,1,LangFirst,high,no,yes,QLang2
225,103,Dual,ORC,1,LangFirst,high,yes,no,QLang2
226,103,Dual,ORC,1,LangFirst,high,no,yes,QLang1
227,103,Dual,ORC,1,MusicFirst,high,yes,no,QLang1
228,103,Dual,ORC,0,LangFirst,high,yes,no,QLang2
229,103,Dual,ORC,1,LangFirst,high,yes,no,QLang2
230,103,Dual,ORC,1,LangFirst,high,no,yes,QLang2
231,103,Dual,ORC,1,LangFirst,high,yes,no,QLang1
232,103,Dual,ORC,1,MusicFirst,high,no,yes,QLang1
233,103,Dual,ORC,1,LangFirst,high,no,yes,QLang1
234,103,Dual,ORC,0,LangFirst,high,yes,no,QLang1
235,103,Dual,SE,1,MusicFirst,low,yes,no,QLang2
236,103,Dual,SE,1,MusicFirst,low,yes,no,QLang2
237,103,Dual,SE,1,MusicFirst,low,no,yes,QLang1
238,103,Dual,SE,1,LangFirst,low,yes,no,QLang1
240,103,Dual,SE,1,LangFirst,low,yes,no,QLang1
241,103,Dual,SE,1,MusicFirst,low,yes,no,QLang1
242,103,Dual,SE,1,MusicFirst,low,yes,no,QLang2
243,103,Dual,SE,1,MusicFirst,low,yes,no,QLang2
245,103,Dual,SE,0,LangFirst,low,no,yes,QLang1
246,103,Dual,SE,1,MusicFirst,low,no,yes,QLang2
247,103,Dual,SE,1,MusicFirst,low,no,yes,QLang1
248,103,Dual,SE,1,LangFirst,low,yes,no,QLang1
249,103,Dual,SE,1,LangFirst,low,no,yes,QLang1
250,103,Dual,SE,1,LangFirst,low,no,yes,QLang2
251,103,Dual,SE,0,MusicFirst,low,no,yes,QLang2
252,103,Dual,SE,1,MusicFirst,low,yes,no,QLang1
254,103,Dual,SRC1,0,LangFirst,low,no,yes,QLang1
255,103,Dual,SRC1,1,LangFirst,low,no,yes,QLang1
256,103,Dual,SRC1,1,MusicFirst,low,yes,no,QLang1
257,103,Dual,SRC1,1,LangFirst,low,no,yes,QLang1
258,103,Dual,SRC1,1,MusicFirst,low,no,yes,QLang2
259,103,Dual,SRC1,1,MusicFirst,low,yes,no,QLang2
260,103,Dual,SRC1,1,LangFirst,low,no,yes,QLang2
261,103,Dual,SRC1,1,MusicFirst,low,yes,no,QLang2
262,103,Dual,SRC1,1,MusicFirst,low,no,yes,QLang2
263,103,Dual,SRC1,1,LangFirst,low,yes,no,QLang1
264,103,Dual,SRC1,1,LangFirst,low,yes,no,QLang1
265,103,Dual,SRC1,1,LangFirst,low,yes,no,QLang1
266,103,Dual,SRC1,1,MusicFirst,low,no,yes,QLang2
267,103,Dual,SRC1,0,MusicFirst,low,yes,no,QLang1
268,103,Dual,SRC1,1,LangFirst,low,yes,no,QLang2
269,103,Dual,SRC1,1,MusicFirst,low,no,yes,QLang2
270,103,Dual,SRC1,1,LangFirst,low,yes,no,QLang2
271,103,Dual,SRC2,1,LangFirst,high,yes,no,QLang2
272,103,Dual,SRC2,0,LangFirst,high,no,yes,QLang1
273,103,Dual,SRC2,1,LangFirst,high,no,yes,QLang2
274,103,Dual,SRC2,1,LangFirst,high,yes,no,QLang2
275,103,Dual,SRC2,1,MusicFirst,high,yes,no,QLang1
276,103,Dual,SRC2,0,MusicFirst,high,yes,no,QLang1
278,103,Dual,SRC2,0,MusicFirst,high,yes,no,QLang2
279,103,Dual,SRC2,0,MusicFirst,high,yes,no,QLang1
280,103,Dual,SRC2,0,LangFirst,high,yes,no,QLang2
281,103,Dual,SRC2,1,MusicFirst,high,no,yes,QLang2
282,103,Dual,SRC2,0,MusicFirst,high,no,yes,QLang1
283,103,Dual,SRC2,1,LangFirst,high,no,yes,QLang2
285,103,Dual,SRC2,1,LangFirst,high,no,yes,QLang2
286,103,Dual,SRC2,0,MusicFirst,high,no,yes,QLang2
287,103,Dual,SRC2,0,MusicFirst,high,yes,no,QLang1
288,103,Dual,SRC2,1,LangFirst,high,yes,no,QLang1
289,103,Lang,ORC,1,LangFirst,high,no,yes,QLang2
290,103,Lang,ORC,1,LangFirst,high,no,yes,QLang2
291,103,Lang,ORC,1,LangFirst,high,yes,no,QLang1
292,103,Lang,ORC,1,LangFirst,high,no,no,QLang2
293,103,Lang,ORC,1,LangFirst,high,yes,no,QLang2
294,103,Lang,ORC,1,LangFirst,high,no,yes,QLang1
295,103,Lang,ORC,1,LangFirst,high,no,yes,QLang2
296,103,Lang,ORC,1,LangFirst,high,no,yes,QLang2
297,103,Lang,ORC,1,LangFirst,high,yes,no,QLang2
298,103,Lang,ORC,1,LangFirst,high,no,yes,QLang1
299,103,Lang,ORC,1,LangFirst,high,no,yes,QLang1
300,103,Lang,ORC,1,LangFirst,high,yes,no,QLang2
301,103,Lang,ORC,1,LangFirst,high,yes,no,QLang2
302,103,Lang,ORC,1,LangFirst,high,yes,no,QLang2
303,103,Lang,ORC,1,LangFirst,high,no,yes,QLang1
304,103,Lang,ORC,0,LangFirst,high,yes,no,QLang1
305,103,Lang,ORC,1,LangFirst,high,yes,no,QLang1
306,103,Lang,ORC,1,LangFirst,high,no,yes,QLang1
307,103,Lang,SE,1,LangFirst,low,yes,no,QLang2
308,103,Lang,SE,1,LangFirst,low,yes,no,QLang2
309,103,Lang,SE,1,LangFirst,low,yes,no,QLang1
310,103,Lang,SE,1,LangFirst,low,yes,no,QLang1
311,103,Lang,SE,1,LangFirst,low,no,yes,QLang1
312,103,Lang,SE,1,LangFirst,low,no,yes,QLang1
313,103,Lang,SE,0,LangFirst,low,no,yes,QLang1
314,103,Lang,SE,1,LangFirst,low,no,yes,QLang2
315,103,Lang,SE,1,LangFirst,low,yes,no,QLang2
316,103,Lang,SE,1,LangFirst,low,no,yes,QLang1
317,103,Lang,SE,1,LangFirst,low,yes,no,QLang1
318,103,Lang,SE,1,LangFirst,low,no,yes,QLang2
319,103,Lang,SE,1,LangFirst,low,yes,no,QLang1
320,103,Lang,SE,1,LangFirst,low,yes,no,QLang1
321,103,Lang,SE,1,LangFirst,low,no,yes,QLang1
322,103,Lang,SE,1,LangFirst,low,yes,no,QLang2
323,103,Lang,SE,1,LangFirst,low,no,yes,QLang2
324,103,Lang,SE,1,LangFirst,low,no,yes,QLang1
325,103,Lang,SRC1,1,LangFirst,low,yes,no,QLang1
326,103,Lang,SRC1,1,LangFirst,low,yes,no,QLang1
327,103,Lang,SRC1,1,LangFirst,low,yes,no,QLang1
328,103,Lang,SRC1,1,LangFirst,low,no,yes,QLang1
329,103,Lang,SRC1,1,LangFirst,low,no,yes,QLang1
330,103,Lang,SRC1,1,LangFirst,low,yes,no,QLang2
331,103,Lang,SRC1,1,LangFirst,low,no,yes,QLang2
332,103,Lang,SRC1,1,LangFirst,low,yes,no,QLang2
333,103,Lang,SRC1,0,LangFirst,low,yes,no,QLang2
334,103,Lang,SRC1,1,LangFirst,low,no,yes,QLang2
335,103,Lang,SRC1,1,LangFirst,low,no,yes,QLang1
336,103,Lang,SRC1,1,LangFirst,low,no,yes,QLang1
337,103,Lang,SRC1,1,LangFirst,low,no,yes,QLang1
338,103,Lang,SRC1,1,LangFirst,low,no,yes,QLang2
339,103,Lang,SRC1,0,LangFirst,low,no,yes,QLang1
340,103,Lang,SRC1,1,LangFirst,low,no,yes,QLang2
341,103,Lang,SRC1,1,LangFirst,low,no,yes,QLang2
342,103,Lang,SRC1,1,LangFirst,low,no,yes,QLang2
343,103,Lang,SRC2,0,LangFirst,high,yes,no,QLang2
344,103,Lang,SRC2,1,LangFirst,high,yes,no,QLang1
345,103,Lang,SRC2,1,LangFirst,high,yes,no,QLang2
346,103,Lang,SRC2,1,LangFirst,high,no,yes,QLang2
347,103,Lang,SRC2,1,LangFirst,high,yes,no,QLang1
348,103,Lang,SRC2,1,LangFirst,high,yes,no,QLang1
349,103,Lang,SRC2,1,LangFirst,high,yes,no,QLang2
350,103,Lang,SRC2,1,LangFirst,high,no,yes,QLang2
351,103,Lang,SRC2,1,LangFirst,high,no,yes,QLang1
352,103,Lang,SRC2,1,LangFirst,high,yes,no,QLang2
353,103,Lang,SRC2,1,LangFirst,high,yes,no,QLang2
354,103,Lang,SRC2,1,LangFirst,high,no,yes,QLang1
355,103,Lang,SRC2,1,LangFirst,high,yes,no,QLang2
356,103,Lang,SRC2,1,LangFirst,high,no,yes,QLang1
357,103,Lang,SRC2,1,LangFirst,high,no,yes,QLang2
358,103,Lang,SRC2,1,LangFirst,high,no,yes,QLang2
359,103,Lang,SRC2,1,LangFirst,high,no,yes,QLang1
360,103,Lang,SRC2,1,LangFirst,high,no,yes,QLang1
433,104,Dual,ORC,0,LangFirst,high,yes,no,QLang2
434,104,Dual,ORC,0,MusicFirst,high,no,yes,QLang2
435,104,Dual,ORC,0,MusicFirst,high,yes,no,QLang1
436,104,Dual,ORC,0,LangFirst,high,no,yes,QLang2
437,104,Dual,ORC,1,MusicFirst,high,no,yes,QLang2
438,104,Dual,ORC,0,MusicFirst,high,yes,no,QLang1
439,104,Dual,ORC,1,LangFirst,high,yes,no,QLang2
440,104,Dual,ORC,1,LangFirst,high,no,yes,QLang2
441,104,Dual,ORC,1,LangFirst,high,yes,no,QLang2
442,104,Dual,ORC,0,LangFirst,high,no,yes,QLang1
443,104,Dual,ORC,1,MusicFirst,high,yes,no,QLang1
445,104,Dual,ORC,0,LangFirst,high,yes,no,QLang2
446,104,Dual,ORC,1,LangFirst,high,no,yes,QLang2
447,104,Dual,ORC,1,LangFirst,high,yes,no,QLang1
448,104,Dual,ORC,1,MusicFirst,high,no,yes,QLang1
449,104,Dual,ORC,0,LangFirst,high,no,yes,QLang1
450,104,Dual,ORC,1,LangFirst,high,yes,no,QLang1
451,104,Dual,SE,1,MusicFirst,low,yes,no,QLang2
452,104,Dual,SE,1,MusicFirst,low,yes,no,QLang2
453,104,Dual,SE,1,MusicFirst,low,no,yes,QLang1
454,104,Dual,SE,1,LangFirst,low,yes,no,QLang1
455,104,Dual,SE,1,MusicFirst,low,no,no,QLang1
456,104,Dual,SE,1,LangFirst,low,yes,no,QLang1
457,104,Dual,SE,1,MusicFirst,low,yes,no,QLang1
458,104,Dual,SE,1,MusicFirst,low,yes,no,QLang2
459,104,Dual,SE,1,MusicFirst,low,yes,no,QLang2
460,104,Dual,SE,1,MusicFirst,low,no,yes,QLang1
461,104,Dual,SE,1,LangFirst,low,no,yes,QLang1
462,104,Dual,SE,1,MusicFirst,low,no,yes,QLang2
463,104,Dual,SE,1,MusicFirst,low,no,yes,QLang1
464,104,Dual,SE,1,LangFirst,low,yes,no,QLang1
465,104,Dual,SE,0,LangFirst,low,no,yes,QLang1
466,104,Dual,SE,1,LangFirst,low,no,yes,QLang2
467,104,Dual,SE,0,MusicFirst,low,no,yes,QLang2
468,104,Dual,SE,1,MusicFirst,low,yes,no,QLang1
469,104,Dual,SRC1,1,MusicFirst,low,no,yes,QLang1
470,104,Dual,SRC1,1,LangFirst,low,no,yes,QLang1
471,104,Dual,SRC1,1,LangFirst,low,no,yes,QLang1
472,104,Dual,SRC1,1,MusicFirst,low,yes,no,QLang1
473,104,Dual,SRC1,1,LangFirst,low,no,yes,QLang1
474,104,Dual,SRC1,1,MusicFirst,low,no,yes,QLang2
475,104,Dual,SRC1,1,MusicFirst,low,yes,no,QLang2
476,104,Dual,SRC1,1,LangFirst,low,no,yes,QLang2
477,104,Dual,SRC1,1,MusicFirst,low,yes,no,QLang2
478,104,Dual,SRC1,1,MusicFirst,low,no,yes,QLang2
479,104,Dual,SRC1,1,LangFirst,low,yes,no,QLang1
480,104,Dual,SRC1,1,LangFirst,low,yes,no,QLang1
481,104,Dual,SRC1,1,LangFirst,low,yes,no,QLang1
482,104,Dual,SRC1,1,MusicFirst,low,no,yes,QLang2
483,104,Dual,SRC1,1,MusicFirst,low,yes,no,QLang1
484,104,Dual,SRC1,1,LangFirst,low,yes,no,QLang2
485,104,Dual,SRC1,1,MusicFirst,low,no,yes,QLang2
486,104,Dual,SRC1,1,LangFirst,low,yes,no,QLang2
487,104,Dual,SRC2,0,LangFirst,high,yes,no,QLang2
488,104,Dual,SRC2,1,LangFirst,high,no,yes,QLang1
489,104,Dual,SRC2,0,LangFirst,high,no,yes,QLang2
490,104,Dual,SRC2,0,LangFirst,high,yes,no,QLang2
491,104,Dual,SRC2,1,MusicFirst,high,yes,no,QLang1
492,104,Dual,SRC2,1,MusicFirst,high,yes,no,QLang1
493,104,Dual,SRC2,0,LangFirst,high,yes,no,QLang2
494,104,Dual,SRC2,0,MusicFirst,high,yes,no,QLang2
495,104,Dual,SRC2,1,MusicFirst,high,yes,no,QLang1
496,104,Dual,SRC2,0,LangFirst,high,yes,no,QLang2
497,104,Dual,SRC2,0,MusicFirst,high,no,yes,QLang2
498,104,Dual,SRC2,1,MusicFirst,high,no,yes,QLang1
499,104,Dual,SRC2,0,LangFirst,high,no,yes,QLang2
500,104,Dual,SRC2,1,MusicFirst,high,no,yes,QLang1
501,104,Dual,SRC2,0,LangFirst,high,no,yes,QLang2
502,104,Dual,SRC2,0,MusicFirst,high,no,yes,QLang2
503,104,Dual,SRC2,1,MusicFirst,high,yes,no,QLang1
504,104,Dual,SRC2,1,LangFirst,high,yes,no,QLang1
505,104,Lang,ORC,1,LangFirst,high,no,yes,QLang2
506,104,Lang,ORC,1,LangFirst,high,no,yes,QLang2
507,104,Lang,ORC,1,LangFirst,high,yes,no,QLang1
508,104,Lang,ORC,1,LangFirst,high,no,no,QLang2
509,104,Lang,ORC,1,LangFirst,high,yes,no,QLang2
510,104,Lang,ORC,1,LangFirst,high,no,yes,QLang1
511,104,Lang,ORC,1,LangFirst,high,no,yes,QLang2
512,104,Lang,ORC,0,LangFirst,high,no,yes,QLang2
513,104,Lang,ORC,1,LangFirst,high,yes,no,QLang2
514,104,Lang,ORC,1,LangFirst,high,no,yes,QLang1
515,104,Lang,ORC,1,LangFirst,high,no,yes,QLang1
516,104,Lang,ORC,1,LangFirst,high,yes,no,QLang2
517,104,Lang,ORC,1,LangFirst,high,yes,no,QLang2
518,104,Lang,ORC,1,LangFirst,high,yes,no,QLang2
519,104,Lang,ORC,1,LangFirst,high,no,yes,QLang1
520,104,Lang,ORC,1,LangFirst,high,yes,no,QLang1
521,104,Lang,ORC,0,LangFirst,high,yes,no,QLang1
522,104,Lang,ORC,1,LangFirst,high,no,yes,QLang1
523,104,Lang,SE,1,LangFirst,low,yes,no,QLang2
524,104,Lang,SE,1,LangFirst,low,yes,no,QLang2
525,104,Lang,SE,1,LangFirst,low,yes,no,QLang1
526,104,Lang,SE,1,LangFirst,low,yes,no,QLang1
527,104,Lang,SE,1,LangFirst,low,no,yes,QLang1
528,104,Lang,SE,1,LangFirst,low,no,yes,QLang1
529,104,Lang,SE,1,LangFirst,low,no,yes,QLang1
530,104,Lang,SE,1,LangFirst,low,no,yes,QLang2
531,104,Lang,SE,1,LangFirst,low,yes,no,QLang2
532,104,Lang,SE,1,LangFirst,low,no,yes,QLang1
533,104,Lang,SE,1,LangFirst,low,yes,no,QLang1
534,104,Lang,SE,1,LangFirst,low,no,yes,QLang2
535,104,Lang,SE,1,LangFirst,low,yes,no,QLang1
536,104,Lang,SE,1,LangFirst,low,yes,no,QLang1
537,104,Lang,SE,1,LangFirst,low,no,yes,QLang1
538,104,Lang,SE,1,LangFirst,low,yes,no,QLang2
539,104,Lang,SE,1,LangFirst,low,no,yes,QLang2
540,104,Lang,SE,1,LangFirst,low,no,yes,QLang1
541,104,Lang,SRC1,1,LangFirst,low,yes,no,QLang1
542,104,Lang,SRC1,1,LangFirst,low,yes,no,QLang1
543,104,Lang,SRC1,1,LangFirst,low,yes,no,QLang1
544,104,Lang,SRC1,1,LangFirst,low,no,yes,QLang1
545,104,Lang,SRC1,1,LangFirst,low,no,yes,QLang1
546,104,Lang,SRC1,1,LangFirst,low,yes,no,QLang2
547,104,Lang,SRC1,1,LangFirst,low,no,yes,QLang2
548,104,Lang,SRC1,1,LangFirst,low,yes,no,QLang2
549,104,Lang,SRC1,1,LangFirst,low,yes,no,QLang2
550,104,Lang,SRC1,1,LangFirst,low,no,yes,QLang2
551,104,Lang,SRC1,1,LangFirst,low,no,yes,QLang1
552,104,Lang,SRC1,1,LangFirst,low,no,yes,QLang1
553,104,Lang,SRC1,1,LangFirst,low,no,yes,QLang1
554,104,Lang,SRC1,1,LangFirst,low,no,yes,QLang2
555,104,Lang,SRC1,1,LangFirst,low,no,yes,QLang1
556,104,Lang,SRC1,1,LangFirst,low,no,yes,QLang2
557,104,Lang,SRC1,1,LangFirst,low,no,yes,QLang2
558,104,Lang,SRC1,1,LangFirst,low,no,yes,QLang2
559,104,Lang,SRC2,0,LangFirst,high,yes,no,QLang2
560,104,Lang,SRC2,1,LangFirst,high,yes,no,QLang1
561,104,Lang,SRC2,0,LangFirst,high,yes,no,QLang2
562,104,Lang,SRC2,1,LangFirst,high,no,yes,QLang2
563,104,Lang,SRC2,1,LangFirst,high,yes,no,QLang1
564,104,Lang,SRC2,1,LangFirst,high,yes,no,QLang1
565,104,Lang,SRC2,1,LangFirst,high,yes,no,QLang2
566,104,Lang,SRC2,1,LangFirst,high,no,yes,QLang2
567,104,Lang,SRC2,1,LangFirst,high,no,yes,QLang1
568,104,Lang,SRC2,0,LangFirst,high,yes,no,QLang2
569,104,Lang,SRC2,1,LangFirst,high,yes,no,QLang2
570,104,Lang,SRC2,1,LangFirst,high,no,yes,QLang1
571,104,Lang,SRC2,0,LangFirst,high,yes,no,QLang2
572,104,Lang,SRC2,1,LangFirst,high,no,yes,QLang1
573,104,Lang,SRC2,1,LangFirst,high,no,yes,QLang2
574,104,Lang,SRC2,0,LangFirst,high,no,yes,QLang2
575,104,Lang,SRC2,1,LangFirst,high,no,yes,QLang1
576,104,Lang,SRC2,1,LangFirst,high,no,yes,QLang1
649,105,Dual,ORC,1,LangFirst,high,yes,no,QLang2
650,105,Dual,ORC,1,MusicFirst,high,no,yes,QLang2
651,105,Dual,ORC,1,MusicFirst,high,yes,no,QLang1
