,subj,TaskType,SentStruct,Lang_ACC,whichfirst,SStype,QLang1_firstsubj,QLang2_firstsubj,QLang
4852,124,Lang,SE,1,LangFirst,low,no,yes,QLang1
4853,124,Lang,SE,1,LangFirst,low,yes,no,QLang1
4854,124,Lang,SE,1,LangFirst,low,no,yes,QLang2
4855,124,Lang,SE,1,LangFirst,low,yes,no,QLang1
4856,124,Lang,SE,1,LangFirst,low,yes,no,QLang1
4857,124,Lang,SE,1,LangFirst,low,no,yes,QLang1
4858,124,Lang,SE,1,LangFirst,low,yes,no,QLang2
4859,124,Lang,SE,0,LangFirst,low,no,yes,QLang2
4860,124,Lang,SE,1,LangFirst,low,no,yes,QLang1
4861,124,Lang,SRC1,1,LangFirst,low,yes,no,QLang1
4862,124,Lang,SRC1,1,LangFirst,low,yes,no,QLang1
4863,124,Lang,SRC1,1,LangFirst,low,yes,no,QLang1
4864,124,Lang,SRC1,1,LangFirst,low,no,yes,QLang1
4865,124,Lang,SRC1,1,LangFirst,low,no,yes,QLang1
4866,124,Lang,SRC1,1,LangFirst,low,yes,no,QLang2
4867,124,Lang,SRC1,1,LangFirst,low,no,yes,QLang2
4868,124,Lang,SRC1,1,LangFirst,low,yes,no,QLang2
4869,124,Lang,SRC1,1,LangFirst,low,yes,no,QLang2
4870,124,Lang,SRC1,1,LangFirst,low,no,yes,QLang2
4871,124,Lang,SRC1,1,LangFirst,low,no,yes,QLang1
4872,124,Lang,SRC1,1,LangFirst,low,no,yes,QLang1
4873,124,Lang,SRC1,1,LangFirst,low,no,yes,QLang1
4874,124,Lang,SRC1,1,LangFirst,low,no,yes,QLang2
4875,124,Lang,SRC1,1,LangFirst,low,no,yes,QLang1
4876,124,Lang,SRC1,1,LangFirst,low,no,yes,QLang2
4877,124,Lang,SRC1,1,LangFirst,low,no,yes,QLang2
4878,124,Lang,SRC1,1,LangFirst,low,no,yes,QLang2
4879,124,Lang,SRC2,1,LangFirst,high,yes,no,QLang2
4880,124,Lang,SRC2,1,LangFirst,high,yes,no,QLang1
4881,124,Lang,SRC2,1,LangFirst,high,yes,no,QLang2
4882,124,Lang,SRC2,1,LangFirst,high,no,yes,QLang2
4883,124,Lang,SRC2,1,LangFirst,high,yes,no,QLang1
4884,124,Lang,SRC2,1,LangFirst,high,yes,no,QLang1
4885,124,Lang,SRC2,1,LangFirst,high,yes,no,QLang2
4886,124,Lang,SRC2,1,LangFirst,high,no,yes,QLang2
4887,124,Lang,SRC2,0,LangFirst,high,no,yes,QLang1
4888,124,Lang,SRC2,1,LangFirst,high,yes,no,QLang2
4889,124,Lang,SRC2,1,LangFirst,high,yes,no,QLang2
4890,124,Lang,SRC2,0,LangFirst,high,no,yes,QLang1
4891,124,Lang,SRC2,1,LangFirst,high,yes,no,QLang2
4892,124,Lang,SRC2,1,LangFirst,high,no,yes,QLang1
4893,124,Lang,SRC2,1,LangFirst,high,no,yes,QLang2
4894,124,Lang,SRC2,1,LangFirst,high,no,yes,QLang2
4895,124,Lang,SRC2,1,LangFirst,high,no,yes,QLang1
4896,124,Lang,SRC2,1,LangFirst,high,no,yes,QLang1
4969,125,Dual,ORC,1,LangFirst,high,yes,no,QLang2
4970,125,Dual,ORC,0,MusicFirst,high,no,yes,QLang2
4971,125,Dual,ORC,1,MusicFirst,high,yes,no,QLang1
4972,125,Dual,ORC,1,LangFirst,high,no,yes,QLang2
4973,125,Dual,ORC,1,MusicFirst,high,no,yes,QLang2
4974,125,Dual,ORC,1,MusicFirst,high,yes,no,QLang1
4975,125,Dual,ORC,1,LangFirst,high,yes,no,QLang2
4976,125,Dual,ORC,1,LangFirst,high,no,yes,QLang2
4977,125,Dual,ORC,1,LangFirst,high,yes,no,QLang2
4978,125,Dual,ORC,1,LangFirst,high,no,yes,QLang1
4979,125,Dual,ORC,1,MusicFirst,high,yes,no,QLang1
4980,125,Dual,ORC,1,LangFirst,high,yes,no,QLang2
4981,125,Dual,ORC,1,LangFirst,high,yes,no,QLang2
4982,125,Dual,ORC,1,LangFirst,high,no,yes,QLang2
4983,125,Dual,ORC,1,LangFirst,high,yes,no,QLang1
4984,125,Dual,ORC,1,MusicFirst,high,no,yes,QLang1
4985,125,Dual,ORC,1,LangFirst,high,no,yes,QLang1
4986,125,Dual,ORC,1,LangFirst,high,yes,no,QLang1
4987,125,Dual,SE,1,MusicFirst,low,yes,no,QLang2
4988,125,Dual,SE,1,MusicFirst,low,yes,no,QLang2
4989,125,Dual,SE,1,MusicFirst,low,no,yes,QLang1
4990,125,Dual,SE,1,LangFirst,low,yes,no,QLang1
4991,125,Dual,SE,1,MusicFirst,low,no,no,QLang1
4992,125,Dual,SE,1,LangFirst,low,yes,no,QLang1
4993,125,Dual,SE,1,MusicFirst,low,yes,no,QLang1
4994,125,Dual,SE,0,MusicFirst,low,yes,no,QLang2
4995,125,Dual,SE,1,MusicFirst,low,yes,no,QLang2
4996,125,Dual,SE,1,MusicFirst,low,no,yes,QLang1
4997,125,Dual,SE,1,LangFirst,low,no,yes,QLang1
4998,125,Dual,SE,1,MusicFirst,low,no,yes,QLang2
4999,125,Dual,SE,0,MusicFirst,low,no,yes,QLang1
5000,125,Dual,SE,0,LangFirst,low,yes,no,QLang1
5001,125,Dual,SE,1,LangFirst,low,no,yes,QLang1
5002,125,Dual,SE,1,LangFirst,low,no,yes,QLang2
5003,125,Dual,SE,1,MusicFirst,low,no,yes,QLang2
5004,125,Dual,SE,1,MusicFirst,low,yes,no,QLang1
5005,125,Dual,SRC1,1,MusicFirst,low,no,yes,QLang1
5006,125,Dual,SRC1,1,LangFirst,low,no,yes,QLang1
5007,125,Dual,SRC1,1,LangFirst,low,no,yes,QLang1
5008,125,Dual,SRC1,1,MusicFirst,low,yes,no,QLang1
5009,125,Dual,SRC1,1,LangFirst,low,no,yes,QLang1
5010,125,Dual,SRC1,1,MusicFirst,low,no,yes,QLang2
5011,125,Dual,SRC1,1,MusicFirst,low,yes,no,QLang2
5012,125,Dual,SRC1,1,LangFirst,low,no,yes,QLang2
5013,125,Dual,SRC1,1,MusicFirst,low,yes,no,QLang2
5014,125,Dual,SRC1,1,MusicFirst,low,no,yes,QLang2
5015,125,Dual,SRC1,1,LangFirst,low,yes,no,QLang1
5016,125,Dual,SRC1,1,LangFirst,low,yes,no,QLang1
5017,125,Dual,SRC1,1,LangFirst,low,yes,no,QLang1
5018,125,Dual,SRC1,1,MusicFirst,low,no,yes,QLang2
5019,125,Dual,SRC1,1,MusicFirst,low,yes,no,QLang1
5020,125,Dual,SRC1,1,LangFirst,low,yes,no,QLang2
5021,125,Dual,SRC1,0,MusicFirst,low,no,yes,QLang2
5022,125,Dual,SRC1,1,LangFirst,low,yes,no,QLang2
5023,125,Dual,SRC2,1,LangFirst,high,yes,no,QLang2
5024,125,Dual,SRC2,1,LangFirst,high,no,yes,QLang1
5025,125,Dual,SRC2,1,LangFirst,high,no,yes,QLang2
5026,125,Dual,SRC2,1,LangFirst,high,yes,no,QLang2
5027,125,Dual,SRC2,0,MusicFirst,high,yes,no,QLang1
5028,125,Dual,SRC2,0,MusicFirst,high,yes,no,QLang1
5029,125,Dual,SRC2,1,LangFirst,high,yes,no,QLang2
5030,125,Dual,SRC2,0,MusicFirst,high,yes,no,QLang2
5031,125,Dual,SRC2,0,MusicFirst,high,yes,no,QLang1
5032,125,Dual,SRC2,1,LangFirst,high,yes,no,QLang2
5033,125,Dual,SRC2,0,MusicFirst,high,no,yes,QLang2
5034,125,Dual,SRC2,0,MusicFirst,high,no,yes,QLang1
5035,125,Dual,SRC2,1,LangFirst,high,no,yes,QLang2
5036,125,Dual,SRC2,0,MusicFirst,high,no,yes,QLang1
5037,125,Dual,SRC2,1,LangFirst,high,no,yes,QLang2
5038,125,Dual,SRC2,0,MusicFirst,high,no,yes,QLang2
5039,125,Dual,SRC2,0,MusicFirst,high,yes,no,QLang1
5040,125,Dual,SRC2,1,LangFirst,high,yes,no,QLang1
5041,125,Lang,ORC,0,LangFirst,high,no,yes,QLang2
5042,125,Lang,ORC,1,LangFirst,high,no,yes,QLang2
5043,125,Lang,ORC,1,LangFirst,high,yes,no,QLang1
5044,125,Lang,ORC,1,LangFirst,high,no,no,QLang2
5045,125,Lang,ORC,1,LangFirst,high,yes,no,QLang2
5046,125,Lang,ORC,1,LangFirst,high,no,yes,QLang1
5047,125,Lang,ORC,1,LangFirst,high,no,yes,QLang2
5048,125,Lang,ORC,1,LangFirst,high,no,yes,QLang2
5049,125,Lang,ORC,1,LangFirst,high,yes,no,QLang2
5050,125,Lang,ORC,1,LangFirst,high,no,yes,QLang1
5051,125,Lang,ORC,1,LangFirst,high,no,yes,QLang1
5052,125,Lang,ORC,1,LangFirst,high,yes,no,QLang2
5053,125,Lang,ORC,1,LangFirst,high,yes,no,QLang2
5054,125,Lang,ORC,1,LangFirst,high,yes,no,QLang2
5055,125,Lang,ORC,1,LangFirst,high,no,yes,QLang1
5056,125,Lang,ORC,0,LangFirst,high,yes,no,QLang1
5057,125,Lang,ORC,1,LangFirst,high,yes,no,QLang1
5058,125,Lang,ORC,1,LangFirst,high,no,yes,QLang1
5059,125,Lang,SE,1,LangFirst,low,yes,no,QLang2
5060,125,Lang,SE,1,LangFirst,low,yes,no,QLang2
5061,125,Lang,SE,1,LangFirst,low,yes,no,QLang1
5062,125,Lang,SE,1,LangFirst,low,yes,no,QLang1
5063,125,Lang,SE,1,LangFirst,low,no,yes,QLang1
5064,125,Lang,SE,1,LangFirst,low,no,yes,QLang1
5065,125,Lang,SE,1,LangFirst,low,no,yes,QLang1
5066,125,Lang,SE,1,LangFirst,low,no,yes,QLang2
5067,125,Lang,SE,1,LangFirst,low,yes,no,QLang2
5068,125,Lang,SE,1,LangFirst,low,no,yes,QLang1
5069,125,Lang,SE,1,LangFirst,low,yes,no,QLang1
5070,125,Lang,SE,1,LangFirst,low,no,yes,QLang2
5071,125,Lang,SE,1,LangFirst,low,yes,no,QLang1
5072,125,Lang,SE,1,LangFirst,low,yes,no,QLang1
5073,125,Lang,SE,1,LangFirst,low,no,yes,QLang1
5074,125,Lang,SE,1,LangFirst,low,yes,no,QLang2
5075,125,Lang,SE,1,LangFirst,low,no,yes,QLang2
5076,125,Lang,SE,1,LangFirst,low,no,yes,QLang1
5077,125,Lang,SRC1,1,LangFirst,low,yes,no,QLang1
5078,125,Lang,SRC1,1,LangFirst,low,yes,no,QLang1
5079,125,Lang,SRC1,1,LangFirst,low,yes,no,QLang1
5080,125,Lang,SRC1,1,LangFirst,low,no,yes,QLang1
5081,125,Lang,SRC1,1,LangFirst,low,no,yes,QLang1
5082,125,Lang,SRC1,1,LangFirst,low,yes,no,QLang2
5083,125,Lang,SRC1,1,LangFirst,low,no,yes,QLang2
5084,125,Lang,SRC1,1,LangFirst,low,yes,no,QLang2
5085,125,Lang,SRC1,1,LangFirst,low,yes,no,QLang2
5086,125,Lang,SRC1,1,LangFirst,low,no,yes,QLang2
5087,125,Lang,SRC1,1,LangFirst,low,no,yes,QLang1
5088,125,Lang,SRC1,1,LangFirst,low,no,yes,QLang1
5089,125,Lang,SRC1,1,LangFirst,low,no,yes,QLang1
5090,125,Lang,SRC1,1,LangFirst,low,no,yes,QLang2
5091,125,Lang,SRC1,1,LangFirst,low,no,yes,QLang1
5092,125,Lang,SRC1,1,LangFirst,low,no,yes,QLang2
5093,125,Lang,SRC1,1,LangFirst,low,no,yes,QLang2
5094,125,Lang,SRC1,1,LangFirst,low,no,yes,QLang2
5095,125,Lang,SRC2,1,LangFirst,high,yes,no,QLang2
5096,125,Lang,SRC2,1,LangFirst,high,yes,no,QLang1
5097,125,Lang,SRC2,1,LangFirst,high,yes,no,QLang2
5098,125,Lang,SRC2,1,LangFirst,high,no,yes,QLang2
5099,125,Lang,SRC2,1,LangFirst,high,yes,no,QLang1
5100,125,Lang,SRC2,1,LangFirst,high,yes,no,QLang1
5101,125,Lang,SRC2,1,LangFirst,high,yes,no,QLang2
5102,125,Lang,SRC2,1,LangFirst,high,no,yes,QLang2
5103,125,Lang,SRC2,1,LangFirst,high,no,yes,QLang1
5104,125,Lang,SRC2,1,LangFirst,high,yes,no,QLang2
5105,125,Lang,SRC2,1,LangFirst,high,yes,no,QLang2
5106,125,Lang,SRC2,1,LangFirst,high,no,yes,QLang1
5107,125,Lang,SRC2,1,LangFirst,high,yes,no,QLang2
5108,125,Lang,SRC2,1,LangFirst,high,no,yes,QLang1
5109,125,Lang,SRC2,1,LangFirst,high,no,yes,QLang2
5110,125,Lang,SRC2,1,LangFirst,high,no,yes,QLang2
5111,125,Lang,SRC2,1,LangFirst,high,no,yes,QLang1
5112,125,Lang,SRC2,1,LangFirst,high,no,yes,QLang1
5185,126,Dual,ORC,1,LangFirst,high,yes,no,QLang2
5186,126,Dual,ORC,0,MusicFirst,high,no,yes,QLang2
5187,126,Dual,ORC,1,MusicFirst,high,yes,no,QLang1
5188,126,Dual,ORC,0,LangFirst,high,no,yes,QLang2
5189,126,Dual,ORC,1,MusicFirst,high,no,yes,QLang2
5190,126,Dual,ORC,1,MusicFirst,high,yes,no,QLang1
5191,126,Dual,ORC,1,LangFirst,high,yes,no,QLang2
5192,126,Dual,ORC,1,LangFirst,high,no,yes,QLang2
5193,126,Dual,ORC,1,LangFirst,high,yes,no,QLang2
5194,126,Dual,ORC,1,LangFirst,high,no,yes,QLang1
5195,126,Dual,ORC,1,MusicFirst,high,yes,no,QLang1
5196,126,Dual,ORC,0,LangFirst,high,yes,no,QLang2
5197,126,Dual,ORC,1,LangFirst,high,yes,no,QLang2
5198,126,Dual,ORC,1,LangFirst,high,no,yes,QLang2
5199,126,Dual,ORC,1,LangFirst,high,yes,no,QLang1
5200,126,Dual,ORC,1,MusicFirst,high,no,yes,QLang1
5201,126,Dual,ORC,0,LangFirst,high,no,yes,QLang1
5202,126,Dual,ORC,0,LangFirst,high,yes,no,QLang1
5203,126,Dual,SE,1,MusicFirst,low,yes,no,QLang2
5204,126,Dual,SE,1,MusicFirst,low,yes,no,QLang2
5205,126,Dual,SE,1,MusicFirst,low,no,yes,QLang1
5206,126,Dual,SE,1,LangFirst,low,yes,no,QLang1
5207,126,Dual,SE,1,MusicFirst,low,no,no,QLang1
5208,126,Dual,SE,1,LangFirst,low,yes,no,QLang1
5209,126,Dual,SE,1,MusicFirst,low,yes,no,QLang1
5210,126,Dual,SE,1,MusicFirst,low,yes,no,QLang2
5211,126,Dual,SE,1,MusicFirst,low,yes,no,QLang2
5213,126,Dual,SE,0,LangFirst,low,no,yes,QLang1
5214,126,Dual,SE,1,MusicFirst,low,no,yes,QLang2
5215,126,Dual,SE,1,MusicFirst,low,no,yes,QLang1
5216,126,Dual,SE,1,LangFirst,low,yes,no,QLang1
5217,126,Dual,SE,1,LangFirst,low,no,yes,QLang1
5218,126,Dual,SE,1,LangFirst,low,no,yes,QLang2
5219,126,Dual,SE,1,MusicFirst,low,no,yes,QLang2
5220,126,Dual,SE,1,MusicFirst,low,yes,no,QLang1
5221,126,Dual,SRC1,1,MusicFirst,low,no,yes,QLang1
5222,126,Dual,SRC1,1,LangFirst,low,no,yes,QLang1
5223,126,Dual,SRC1,0,LangFirst,low,no,yes,QLang1
5224,126,Dual,SRC1,1,MusicFirst,low,yes,no,QLang1
5226,126,Dual,SRC1,1,MusicFirst,low,no,yes,QLang2
5227,126,Dual,SRC1,1,MusicFirst,low,yes,no,QLang2
5228,126,Dual,SRC1,1,LangFirst,low,no,yes,QLang2
5229,126,Dual,SRC1,1,MusicFirst,low,yes,no,QLang2
5230,126,Dual,SRC1,1,MusicFirst,low,no,yes,QLang2
5232,126,Dual,SRC1,1,LangFirst,low,yes,no,QLang1
5233,126,Dual,SRC1,1,LangFirst,low,yes,no,QLang1
5234,126,Dual,SRC1,0,MusicFirst,low,no,yes,QLang2
5235,126,Dual,SRC1,0,MusicFirst,low,yes,no,QLang1
5236,126,Dual,SRC1,1,LangFirst,low,yes,no,QLang2
5237,126,Dual,SRC1,1,MusicFirst,low,no,yes,QLang2
5238,126,Dual,SRC1,1,LangFirst,low,yes,no,QLang2
5240,126,Dual,SRC2,1,LangFirst,high,no,yes,QLang1
5241,126,Dual,SRC2,1,LangFirst,high,no,yes,QLang2
5242,126,Dual,SRC2,1,LangFirst,high,yes,no,QLang2
5244,126,Dual,SRC2,0,MusicFirst,high,yes,no,QLang1
5245,126,Dual,SRC2,0,LangFirst,high,yes,no,QLang2
5246,126,Dual,SRC2,0,MusicFirst,high,yes,no,QLang2
5247,126,Dual,SRC2,1,MusicFirst,high,yes,no,QLang1
5248,126,Dual,SRC2,0,LangFirst,high,yes,no,QLang2
5250,126,Dual,SRC2,1,MusicFirst,high,no,yes,QLang1
5251,126,Dual,SRC2,0,LangFirst,high,no,yes,QLang2
5252,126,Dual,SRC2,0,MusicFirst,high,no,yes,QLang1
5253,126,Dual,SRC2,1,LangFirst,high,no,yes,QLang2
5255,126,Dual,SRC2,1,MusicFirst,high,yes,no,QLang1
5256,126,Dual,SRC2,1,LangFirst,high,yes,no,QLang1
5257,126,Lang,ORC,1,LangFirst,high,no,yes,QLang2
5258,126,Lang,ORC,1,LangFirst,high,no,yes,QLang2
5259,126,Lang,ORC,1,LangFirst,high,yes,no,QLang1
5260,126,Lang,ORC,1,LangFirst,high,no,no,QLang2
5261,126,Lang,ORC,0,LangFirst,high,yes,no,QLang2
5262,126,Lang,ORC,1,LangFirst,high,no,yes,QLang1
5263,126,Lang,ORC,1,LangFirst,high,no,yes,QLang2
5264,126,Lang,ORC,0,LangFirst,high,no,yes,QLang2
5265,126,Lang,ORC,1,LangFirst,high,yes,no,QLang2
5266,126,Lang,ORC,1,LangFirst,high,no,yes,QLang1
5267,126,Lang,ORC,0,LangFirst,high,no,yes,QLang1
5268,126,Lang,ORC,1,LangFirst,high,yes,no,QLang2
5269,126,Lang,ORC,1,LangFirst,high,yes,no,QLang2
5270,126,Lang,ORC,1,LangFirst,high,yes,no,QLang2
5271,126,Lang,ORC,1,LangFirst,high,no,yes,QLang1
5272,126,Lang,ORC,0,LangFirst,high,yes,no,QLang1
5273,126,Lang,ORC,0,LangFirst,high,yes,no,QLang1
5274,126,Lang,ORC,0,LangFirst,high,no,yes,QLang1
5275,126,Lang,SE,1,LangFirst,low,yes,no,QLang2
5276,126,Lang,SE,1,LangFirst,low,yes,no,QLang2
5277,126,Lang,SE,1,LangFirst,low,yes,no,QLang1
5278,126,Lang,SE,1,LangFirst,low,yes,no,QLang1
5279,126,Lang,SE,1,LangFirst,low,no,yes,QLang1
5280,126,Lang,SE,1,LangFirst,low,no,yes,QLang1
5281,126,Lang,SE,0,LangFirst,low,no,yes,QLang1
5282,126,Lang,SE,1,LangFirst,low,no,yes,QLang2
5283,126,Lang,SE,1,LangFirst,low,yes,no,QLang2
5284,126,Lang,SE,1,LangFirst,low,no,yes,QLang1
5285,126,Lang,SE,1,LangFirst,low,yes,no,QLang1
5286,126,Lang,SE,1,LangFirst,low,no,yes,QLang2
5287,126,Lang,SE,0,LangFirst,low,yes,no,QLang1
5288,126,Lang,SE,1,LangFirst,low,yes,no,QLang1
5289,126,Lang,SE,1,LangFirst,low,no,yes,QLang1
5290,126,Lang,SE,1,LangFirst,low,yes,no,QLang2
5291,126,Lang,SE,0,LangFirst,low,no,yes,QLang2
5292,126,Lang,SE,1,LangFirst,low,no,yes,QLang1
5293,126,Lang,SRC1,1,LangFirst,low,yes,no,QLang1
5294,126,Lang,SRC1,0,LangFirst,low,yes,no,QLang1
5295,126,Lang,SRC1,1,LangFirst,low,yes,no,QLang1
5296,126,Lang,SRC1,1,LangFirst,low,no,yes,QLang1
5297,126,Lang,SRC1,1,LangFirst,low,no,yes,QLang1
5298,126,Lang,SRC1,1,LangFirst,low,yes,no,QLang2
5299,126,Lang,SRC1,0,LangFirst,low,no,yes,QLang2
5300,126,Lang,SRC1,1,LangFirst,low,yes,no,QLang2
5301,126,Lang,SRC1,1,LangFirst,low,yes,no,QLang2
5302,126,Lang,SRC1,1,LangFirst,low,no,yes,QLang2
5303,126,Lang,SRC1,1,LangFirst,low,no,yes,QLang1
5304,126,Lang,SRC1,1,LangFirst,low,no,yes,QLang1
5305,126,Lang,SRC1,1,LangFirst,low,no,yes,QLang1
5306,126,Lang,SRC1,0,LangFirst,low,no,yes,QLang2
5307,126,Lang,SRC1,1,LangFirst,low,no,yes,QLang1
5308,126,Lang,SRC1,1,LangFirst,low,no,yes,QLang2
5309,126,Lang,SRC1,1,LangFirst,low,no,yes,QLang2
5310,126,Lang,SRC1,1,LangFirst,low,no,yes,QLang2
5311,126,Lang,SRC2,0,LangFirst,high,yes,no,QLang2
5312,126,Lang,SRC2,1,LangFirst,high,yes,no,QLang1
5313,126,Lang,SRC2,1,LangFirst,high,yes,no,QLang2
5314,126,Lang,SRC2,1,LangFirst,high,no,yes,QLang2
5315,126,Lang,SRC2,1,LangFirst,high,yes,no,QLang1
5316,126,Lang,SRC2,1,LangFirst,high,yes,no,QLang1
5317,126,Lang,SRC2,1,LangFirst,high,yes,no,QLang2
5318,126,Lang,SRC2,1,LangFirst,high,no,yes,QLang2
5319,126,Lang,SRC2,1,LangFirst,high,no,yes,QLang1
5320,126,Lang,SRC2,1,LangFirst,high,yes,no,QLang2
5321,126,Lang,SRC2,1,LangFirst,high,yes,no,QLang2
5322,126,Lang,SRC2,1,LangFirst,high,no,yes,QLang1
5323,126,Lang,SRC2,1,LangFirst,high,yes,no,QLang2
5324,126,Lang,SRC2,1,LangFirst,high,no,yes,QLang1
5325,126,Lang,SRC2,0,LangFirst,high,no,yes,QLang2
5326,126,Lang,SRC2,1,LangFirst,high,no,yes,QLang2
5327,126,Lang,SRC2,1,LangFirst,high,no,yes,QLang1
5328,126,Lang,SRC2,1,LangFirst,high,no,yes,QLang1
5401,127,Dual,ORC,1,LangFirst,high,yes,no,QLang2
5402,127,Dual,ORC,0,MusicFirst,high,no,yes,QLang2
5403,127,Dual,ORC,1,MusicFirst,high,yes,no,QLang1
5404,127,Dual,ORC,1,LangFirst,high,no,yes,QLang2
5405,127,Dual,ORC,1,MusicFirst,high,no,yes,QLang2
5406,127,Dual,ORC,1,MusicFirst,high,yes,no,QLang1
5407,127,Dual,ORC,1,LangFirst,high,yes,no,QLang2
5408,127,Dual,ORC,1,LangFirst,high,no,yes,QLang2
5409,127,Dual,ORC,1,LangFirst,high,yes,no,QLang2
5410,127,Dual,ORC,1,LangFirst,high,no,yes,QLang1
5411,127,Dual,ORC,1,MusicFirst,high,yes,no,QLang1
5412,127,Dual,ORC,0,LangFirst,high,yes,no,QLang2
5413,127,Dual,ORC,1,LangFirst,high,yes,no,QLang2
5414,127,Dual,ORC,1,LangFirst,high,no,yes,QLang2
5415,127,Dual,ORC,1,LangFirst,high,yes,no,QLang1
5416,127,Dual,ORC,1,MusicFirst,high,no,yes,QLang1
5417,127,Dual,ORC,1,LangFirst,high,no,yes,QLang1
5418,127,Dual,ORC,0,LangFirst,high,yes,no,QLang1
5419,127,Dual,SE,1,MusicFirst,low,yes,no,QLang2
5420,127,Dual,SE,1,MusicFirst,low,yes,no,QLang2
5421,127,Dual,SE,1,MusicFirst,low,no,yes,QLang1
5422,127,Dual,SE,1,LangFirst,low,yes,no,QLang1
5423,127,Dual,SE,1,MusicFirst,low,no,no,QLang1
5424,127,Dual,SE,1,LangFirst,low,yes,no,QLang1
5425,127,Dual,SE,1,MusicFirst,low,yes,no,QLang1
5427,127,Dual,SE,1,MusicFirst,low,yes,no,QLang2
5428,127,Dual,SE,1,MusicFirst,low,no,yes,QLang1
5429,127,Dual,SE,1,LangFirst,low,no,yes,QLang1
5430,127,Dual,SE,1,MusicFirst,low,no,yes,QLang2
5431,127,Dual,SE,1,MusicFirst,low,no,yes,QLang1
5432,127,Dual,SE,0,LangFirst,low,yes,no,QLang1
5433,127,Dual,SE,1,LangFirst,low,no,yes,QLang1
5434,127,Dual,SE,1,LangFirst,low,no,yes,QLang2
5435,127,Dual,SE,1,MusicFirst,low,no,yes,QLang2
5436,127,Dual,SE,1,MusicFirst,low,yes,no,QLang1
5437,127,Dual,SRC1,1,MusicFirst,low,no,yes,QLang1
5438,127,Dual,SRC1,1,LangFirst,low,no,yes,QLang1
5439,127,Dual,SRC1,1,LangFirst,low,no,yes,QLang1
5440,127,Dual,SRC1,1,MusicFirst,low,yes,no,QLang1
5442,127,Dual,SRC1,0,MusicFirst,low,no,yes,QLang2
5443,127,Dual,SRC1,1,MusicFirst,low,yes,no,QLang2
5444,127,Dual,SRC1,1,LangFirst,low,no,yes,QLang2
5446,127,Dual,SRC1,1,MusicFirst,low,no,yes,QLang2
5447,127,Dual,SRC1,1,LangFirst,low,yes,no,QLang1
5448,127,Dual,SRC1,1,LangFirst,low,yes,no,QLang1
5449,127,Dual,SRC1,1,LangFirst,low,yes,no,QLang1
5450,127,Dual,SRC1,1,MusicFirst,low,no,yes,QLang2
5451,127,Dual,SRC1,1,MusicFirst,low,yes,no,QLang1
5452,127,Dual,SRC1,0,LangFirst,low,yes,no,QLang2
5453,127,Dual,SRC1,1,MusicFirst,low,no,yes,QLang2
5454,127,Dual,SRC1,1,LangFirst,low,yes,no,QLang2
5455,127,Dual,SRC2,1,LangFirst,high,yes,no,QLang2
5456,127,Dual,SRC2,1,LangFirst,high,no,yes,QLang1
5457,127,Dual,SRC2,1,LangFirst,high,no,yes,QLang2
5458,127,Dual,SRC2,1,LangFirst,high,yes,no,QLang2
5459,127,Dual,SRC2,0,MusicFirst,high,yes,no,QLang1
5460,127,Dual,SRC2,1,MusicFirst,high,yes,no,QLang1
5461,127,Dual,SRC2,1,LangFirst,high,yes,no,QLang2
5462,127,Dual,SRC2,0,MusicFirst,high,yes,no,QLang2
5463,127,Dual,SRC2,0,MusicFirst,high,yes,no,QLang1
5464,127,Dual,SRC2,1,LangFirst,high,yes,no,QLang2
5465,127,Dual,SRC2,0,MusicFirst,high,no,yes,QLang2
5466,127,Dual,SRC2,0,MusicFirst,high,no,yes,QLang1
5467,127,Dual,SRC2,0,LangFirst,high,no,yes,QLang2
5468,127,Dual,SRC2,0,MusicFirst,high,no,yes,QLang1
5469,127,Dual,SRC2,1,LangFirst,high,no,yes,QLang2
5470,127,Dual,SRC2,0,MusicFirst,high,no,yes,QLang2
5471,127,Dual,SRC2,0,MusicFirst,high,yes,no,QLang1
5472,127,Dual,SRC2,1,LangFirst,high,yes,no,QLang1
5473,127,Lang,ORC,1,LangFirst,high,no,yes,QLang2
5474,127,Lang,ORC,1,LangFirst,high,no,yes,QLang2
5475,127,Lang,ORC,1,LangFirst,high,yes,no,QLang1
5476,127,Lang,ORC,1,LangFirst,high,no,no,QLang2
5477,127,Lang,ORC,0,LangFirst,high,yes,no,QLang2
5478,127,Lang,ORC,1,LangFirst,high,no,yes,QLang1
5479,127,Lang,ORC,1,LangFirst,high,no,yes,QLang2
5480,127,Lang,ORC,1,LangFirst,high,no,yes,QLang2
5481,127,Lang,ORC,1,LangFirst,high,yes,no,QLang2
5482,127,Lang,ORC,1,LangFirst,high,no,yes,QLang1
5483,127,Lang,ORC,1,LangFirst,high,no,yes,QLang1
5484,127,Lang,ORC,0,LangFirst,high,yes,no,QLang2
5485,127,Lang,ORC,1,LangFirst,high,yes,no,QLang2
5486,127,Lang,ORC,0,LangFirst,high,yes,no,QLang2
5487,127,Lang,ORC,1,LangFirst,high,no,yes,QLang1
5488,127,Lang,ORC,1,LangFirst,high,yes,no,QLang1
5489,127,Lang,ORC,1,LangFirst,high,yes,no,QLang1
5490,127,Lang,ORC,1,LangFirst,high,no,yes,QLang1
5491,127,Lang,SE,1,LangFirst,low,yes,no,QLang2
5492,127,Lang,SE,1,LangFirst,low,yes,no,QLang2
5493,127,Lang,SE,1,LangFirst,low,yes,no,QLang1
